,_id,ltable_id,rtable_id,ltable_product title,ltable_combo,rtable_product title,rtable_combo
3436,3436,a2104,w3021,lenovo thinkpad x1 carbon 4 business ultrabook - windows 7 pro - intel core i5-6200u 512gb ssd 8gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520,lenovo thinkpad x1 carbon 4 business ultrabook - windows 7 pro - intel core i5-6200u 512gb ssd 8gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520 lenovo ,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6500u 512gb nvme-pcie ssd 8gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6500u 512gb nvme-pcie ssd 8gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520 lenovo 
3451,3451,a2104,w3060,lenovo thinkpad x1 carbon 4 business ultrabook - windows 7 pro - intel core i5-6200u 512gb ssd 8gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520,lenovo thinkpad x1 carbon 4 business ultrabook - windows 7 pro - intel core i5-6200u 512gb ssd 8gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520 lenovo ,lenovo thinkpad t460s business performance windows 8.1 pro laptop - intel core i7-6600u 8gb ram 128gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi,lenovo thinkpad t460s business performance windows 8.1 pro laptop - intel core i7-6600u 8gb ram 128gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi lenovo 
3452,3452,a2104,w3061,lenovo thinkpad x1 carbon 4 business ultrabook - windows 7 pro - intel core i5-6200u 512gb ssd 8gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520,lenovo thinkpad x1 carbon 4 business ultrabook - windows 7 pro - intel core i5-6200u 512gb ssd 8gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520 lenovo ,lenovo thinkpad t460s business performance windows 7 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi,lenovo thinkpad t460s business performance windows 7 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi lenovo 
3464,3464,a2104,w3086,lenovo thinkpad x1 carbon 4 business ultrabook - windows 7 pro - intel core i5-6200u 512gb ssd 8gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520,lenovo thinkpad x1 carbon 4 business ultrabook - windows 7 pro - intel core i5-6200u 512gb ssd 8gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520 lenovo ,lenovo thinkpad t460s business performance windows 7 pro laptop - intel core i7-6600u 12gb ram 128gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi,lenovo thinkpad t460s business performance windows 7 pro laptop - intel core i7-6600u 12gb ram 128gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi lenovo 
3468,3468,a2104,w3093,lenovo thinkpad x1 carbon 4 business ultrabook - windows 7 pro - intel core i5-6200u 512gb ssd 8gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520,lenovo thinkpad x1 carbon 4 business ultrabook - windows 7 pro - intel core i5-6200u 512gb ssd 8gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520 lenovo ,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 12gb ram 128gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader smart card reader ac wifi,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 12gb ram 128gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader smart card reader ac wifi lenovo 
3494,3494,a2104,w3161,lenovo thinkpad x1 carbon 4 business ultrabook - windows 7 pro - intel core i5-6200u 512gb ssd 8gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520,lenovo thinkpad x1 carbon 4 business ultrabook - windows 7 pro - intel core i5-6200u 512gb ssd 8gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520 lenovo ,pcie lenovo thinkpad t460s business windows 10 pro laptop - intel core i7-6600u 12gb ram 256gb pcie-nvme ssd 14 ips fhd (1920x1080) matte display fingerprint reader smart card reader,pcie lenovo thinkpad t460s business windows 10 pro laptop - intel core i7-6600u 12gb ram 256gb pcie-nvme ssd 14 ips fhd (1920x1080) matte display fingerprint reader smart card reader lenovo 
3498,3498,a2104,w3167,lenovo thinkpad x1 carbon 4 business ultrabook - windows 7 pro - intel core i5-6200u 512gb ssd 8gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520,lenovo thinkpad x1 carbon 4 business ultrabook - windows 7 pro - intel core i5-6200u 512gb ssd 8gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520 lenovo ,pcie lenovo thinkpad t460s business windows 8.1 pro laptop - intel core i7-6600u 12gb ram 256gb pcie-nvme ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard,pcie lenovo thinkpad t460s business windows 8.1 pro laptop - intel core i7-6600u 12gb ram 256gb pcie-nvme ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard lenovo 
3505,3505,a2104,w3181,lenovo thinkpad x1 carbon 4 business ultrabook - windows 7 pro - intel core i5-6200u 512gb ssd 8gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520,lenovo thinkpad x1 carbon 4 business ultrabook - windows 7 pro - intel core i5-6200u 512gb ssd 8gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520 lenovo ,lenovo thinkpad x1 carbon 4 business ultrabook - windows 8.1 pro - intel core i7-6600u 1tb ssd 16gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520,lenovo thinkpad x1 carbon 4 business ultrabook - windows 8.1 pro - intel core i7-6600u 1tb ssd 16gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520 lenovo 
3506,3506,a2104,w3182,lenovo thinkpad x1 carbon 4 business ultrabook - windows 7 pro - intel core i5-6200u 512gb ssd 8gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520,lenovo thinkpad x1 carbon 4 business ultrabook - windows 7 pro - intel core i5-6200u 512gb ssd 8gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520 lenovo ,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 20gb ram 128gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 20gb ram 128gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi lenovo 
3520,3520,a2104,w3203,lenovo thinkpad x1 carbon 4 business ultrabook - windows 7 pro - intel core i5-6200u 512gb ssd 8gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520,lenovo thinkpad x1 carbon 4 business ultrabook - windows 7 pro - intel core i5-6200u 512gb ssd 8gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520 lenovo ,pcie lenovo thinkpad t460s business windows 8.1 pro laptop - intel core i7-6600u 8gb ram 512gb pcie-nvme ssd 14 ips fhd (1920x1080) matte display fingerprint reader smart card reader,pcie lenovo thinkpad t460s business windows 8.1 pro laptop - intel core i7-6600u 8gb ram 512gb pcie-nvme ssd 14 ips fhd (1920x1080) matte display fingerprint reader smart card reader lenovo 
3610,3610,a2104,w3452,lenovo thinkpad x1 carbon 4 business ultrabook - windows 7 pro - intel core i5-6200u 512gb ssd 8gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520,lenovo thinkpad x1 carbon 4 business ultrabook - windows 7 pro - intel core i5-6200u 512gb ssd 8gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520 lenovo ,pcie lenovo thinkpad t460s business windows 10 pro laptop - intel core i7-6600u 8gb ram 2tb pcie-nvme ssd 14 ips fhd (1920x1080) matte display fingerprint reader smart card reader,pcie lenovo thinkpad t460s business windows 10 pro laptop - intel core i7-6600u 8gb ram 2tb pcie-nvme ssd 14 ips fhd (1920x1080) matte display fingerprint reader smart card reader lenovo 
3617,3617,a2104,w3467,lenovo thinkpad x1 carbon 4 business ultrabook - windows 7 pro - intel core i5-6200u 512gb ssd 8gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520,lenovo thinkpad x1 carbon 4 business ultrabook - windows 7 pro - intel core i5-6200u 512gb ssd 8gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520 lenovo ,pcie lenovo thinkpad t460s business windows 10 pro laptop - intel core i7-6600u 12gb ram 2tb pcie-nvme ssd 14 ips fhd (1920x1080) matte display fingerprint reader smart card reader,pcie lenovo thinkpad t460s business windows 10 pro laptop - intel core i7-6600u 12gb ram 2tb pcie-nvme ssd 14 ips fhd (1920x1080) matte display fingerprint reader smart card reader lenovo 
3628,3628,a2109,w1406,hidevolution asus rog strix gl502vs-ds71-hid2 w/ ic diamond thermal compound on cpu+gpu – optimal system temperatures titanium gold 15.6 i7-7700hq (fhd 120hz/1070 8g/pcie 128g ssd+1t hdd/16g ram),hidevolution asus rog strix gl502vs-ds71-hid2 w/ ic diamond thermal compound on cpu+gpu – optimal system temperatures titanium gold 15.6 i7-7700hq (fhd 120hz/1070 8g/pcie 128g ssd+1t hdd/16g ram) hidevolution ,hidevolution msi gp72x leopard pro-622 hid1 17.3 i7-7700hq w/ ic diamond thermal compound on cpu+gpu – optimal system temperatures (fhd/1050ti 4gb/pcie 256g ssd+1t hdd/16g ram),hidevolution msi gp72x leopard pro-622 hid1 17.3 i7-7700hq w/ ic diamond thermal compound on cpu+gpu – optimal system temperatures (fhd/1050ti 4gb/pcie 256g ssd+1t hdd/16g ram) hidevolution 
3636,3636,a2144,w1437,acer aspire v nitro vn7 15.6 fhd touchscreen intel core i7-6500u (2.50 ghz) nvidia geforce gtx 950m 16 gb memory 256 gb ssd 1 tb hdd windows 10 home 64-bit gaming laptop,acer aspire v nitro vn7 15.6 fhd touchscreen intel core i7-6500u (2.50 ghz) nvidia geforce gtx 950m 16 gb memory 256 gb ssd 1 tb hdd windows 10 home 64-bit gaming laptop acer ,msi gl62m 7rd-058 15.6 intel core i5 7th gen 7300hq (2.50 ghz) nvidia geforce gtx 1050 8 gb memory 128 gb ssd 1 tb hdd windows 10 home 64-bit gaming laptop notebook pc computer,msi gl62m 7rd-058 15.6 intel core i5 7th gen 7300hq (2.50 ghz) nvidia geforce gtx 1050 8 gb memory 128 gb ssd 1 tb hdd windows 10 home 64-bit gaming laptop notebook pc computer msi gl62m 7rd-058
3676,3676,a2154,w3128,lenovo thinkpad p50 mobile workstation laptop - windows 10 pro - intel i7-6700hq 8gb ram 256gb ssd 15.6 fhd ips (1920x1080) display nvidia quadro m1000m fingerprint reader ac wi-fi,lenovo thinkpad p50 mobile workstation laptop - windows 10 pro - intel i7-6700hq 8gb ram 256gb ssd 15.6 fhd ips (1920x1080) display nvidia quadro m1000m fingerprint reader ac wi-fi lenovo thinkpad p50,pcie lenovo thinkpad t460s business windows 8.1 pro laptop - intel core i7-6600u 8gb ram 256gb pcie-nvme ssd 14 ips fhd (1920x1080) matte display fingerprint reader smart card reader,pcie lenovo thinkpad t460s business windows 8.1 pro laptop - intel core i7-6600u 8gb ram 256gb pcie-nvme ssd 14 ips fhd (1920x1080) matte display fingerprint reader smart card reader lenovo 
3687,3687,a2154,w3144,lenovo thinkpad p50 mobile workstation laptop - windows 10 pro - intel i7-6700hq 8gb ram 256gb ssd 15.6 fhd ips (1920x1080) display nvidia quadro m1000m fingerprint reader ac wi-fi,lenovo thinkpad p50 mobile workstation laptop - windows 10 pro - intel i7-6700hq 8gb ram 256gb ssd 15.6 fhd ips (1920x1080) display nvidia quadro m1000m fingerprint reader ac wi-fi lenovo thinkpad p50,lenovo thinkpad t460s touch performance windows 10 pro laptop - intel core i7-6600u 8gb ram 512gb ssd 14 ips fhd (1920x1080) matte touchscreen fingerprint reader smart card reader ac wifi,lenovo thinkpad t460s touch performance windows 10 pro laptop - intel core i7-6600u 8gb ram 512gb ssd 14 ips fhd (1920x1080) matte touchscreen fingerprint reader smart card reader ac wifi lenovo 
3704,3704,a2154,w3210,lenovo thinkpad p50 mobile workstation laptop - windows 10 pro - intel i7-6700hq 8gb ram 256gb ssd 15.6 fhd ips (1920x1080) display nvidia quadro m1000m fingerprint reader ac wi-fi,lenovo thinkpad p50 mobile workstation laptop - windows 10 pro - intel i7-6700hq 8gb ram 256gb ssd 15.6 fhd ips (1920x1080) display nvidia quadro m1000m fingerprint reader ac wi-fi lenovo thinkpad p50,lenovo thinkpad t460s business performance windows 8.1 pro laptop - intel core i7-6600u 20gb ram 128gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi,lenovo thinkpad t460s business performance windows 8.1 pro laptop - intel core i7-6600u 20gb ram 128gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi lenovo 
3727,3727,a2154,w3305,lenovo thinkpad p50 mobile workstation laptop - windows 10 pro - intel i7-6700hq 8gb ram 256gb ssd 15.6 fhd ips (1920x1080) display nvidia quadro m1000m fingerprint reader ac wi-fi,lenovo thinkpad p50 mobile workstation laptop - windows 10 pro - intel i7-6700hq 8gb ram 256gb ssd 15.6 fhd ips (1920x1080) display nvidia quadro m1000m fingerprint reader ac wi-fi lenovo thinkpad p50,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 12gb ram 1tb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 12gb ram 1tb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi lenovo 
3757,3757,a221,w2990,lenovo thinkpad p51 mobile workstation 20hh000tus - intel quad-core i7-7700hq 16gb ddr4 ram 512gb pcie nvme ssd 15.6 fhd ips 1920x1080 display nvidia quadro m1200 4gb windows 10 pro.,lenovo thinkpad p51 mobile workstation 20hh000tus - intel quad-core i7-7700hq 16gb ddr4 ram 512gb pcie nvme ssd 15.6 fhd ips 1920x1080 display nvidia quadro m1200 4gb windows 10 pro. lenovo tpslr thnkpd p51-4,lenovo thinkpad p51s 15.6'' premium mobile workstation ultrabook laptop (intel i7 processor 16gb ram 512gb ssd 15.6 inch fhd 1920x1080 ips display nvidia quadro m520m fingerprint win 10 pro),lenovo thinkpad p51s 15.6'' premium mobile workstation ultrabook laptop (intel i7 processor 16gb ram 512gb ssd 15.6 inch fhd 1920x1080 ips display nvidia quadro m520m fingerprint win 10 pro) michaelelectronics2 len-15-01217-p71me7
3786,3786,a2216,w1497,prostar clevo gaming laptop n855hj 15.6 fhd (1920x1080) led matte type display intel core i7-7700hq 8gb ddr4 gtx 1050 120gb ssd windows 10 home wi-fi+bluetooth 1-year warranty,prostar clevo gaming laptop n855hj 15.6 fhd (1920x1080) led matte type display intel core i7-7700hq 8gb ddr4 gtx 1050 120gb ssd windows 10 home wi-fi+bluetooth 1-year warranty prostar n855hj,prostar clevo gaming laptop n850hk1 15.6” fhd ips (1920x1080) matte type display intel core i7-7700hq 16gb ddr4 gtx 1050ti 250gb ssd windows 10 home wi-fi+bluetooth 1-year warranty,prostar clevo gaming laptop n850hk1 15.6” fhd ips (1920x1080) matte type display intel core i7-7700hq 16gb ddr4 gtx 1050ti 250gb ssd windows 10 home wi-fi+bluetooth 1-year warranty prostar n850hk1
3800,3800,a2216,w1548,prostar clevo gaming laptop n855hj 15.6 fhd (1920x1080) led matte type display intel core i7-7700hq 8gb ddr4 gtx 1050 120gb ssd windows 10 home wi-fi+bluetooth 1-year warranty,prostar clevo gaming laptop n855hj 15.6 fhd (1920x1080) led matte type display intel core i7-7700hq 8gb ddr4 gtx 1050 120gb ssd windows 10 home wi-fi+bluetooth 1-year warranty prostar n855hj,prostar clevo n850hk1 15.6” full hd ips (1920x1080) matte display gaming laptop intel core i7-7700hq 32gb ddr4 gtx 1050ti 1tb hdd windows 10 home wi-fi+bluetooth 1-year warranty,prostar clevo n850hk1 15.6” full hd ips (1920x1080) matte display gaming laptop intel core i7-7700hq 32gb ddr4 gtx 1050ti 1tb hdd windows 10 home wi-fi+bluetooth 1-year warranty prostar n850hk1
3820,3820,a2216,w1579,prostar clevo gaming laptop n855hj 15.6 fhd (1920x1080) led matte type display intel core i7-7700hq 8gb ddr4 gtx 1050 120gb ssd windows 10 home wi-fi+bluetooth 1-year warranty,prostar clevo gaming laptop n855hj 15.6 fhd (1920x1080) led matte type display intel core i7-7700hq 8gb ddr4 gtx 1050 120gb ssd windows 10 home wi-fi+bluetooth 1-year warranty prostar n855hj,prostar clevo p650hp6-g vr ready gaming 15.6 fhd/ips/matte display with g-sync intel core i7-7700hq 16gb ddr4 gtx 1060 1tb hdd windows 10 home wi-fi+bluetooth 1-year warranty,prostar clevo p650hp6-g vr ready gaming 15.6 fhd/ips/matte display with g-sync intel core i7-7700hq 16gb ddr4 gtx 1060 1tb hdd windows 10 home wi-fi+bluetooth 1-year warranty prostar p650hp6-g
