id,product title,price,average battery life,brand,display resolution,hard disk size,laptop computer type,operating system,processor (cpu) manufacturer,processor count,processor speed,ram size,screen size
a1596,Jumper EZpad 6s pro 2 in 1 Tablet 11.6 Intel Quad Core Processor IPS 1080P 6GB 128GB Tablets Pc (with KeyboardSilver),$329.99,,Jumper,,,,Windows 10,Athlon 2850e,4,,128 GB,11.6in
a1597,HP V1H24UT#ABA Business 840 i7-6600U 14 8GB 256 7/10 Laptop,$1100.00,13.5 hours,HP,1920x1080 pixels,256,PC,Windows 7 Professional,1.4 GHz Intel Core i7,2,1.4 GHz,8 GB,14in
a1598,MSI GP72VR Leopard Pro-281 17.3 120Hz 5ms Display Performance Gaming Laptop Core i7-7700HQ GTX 1060 16GB 1TB VR Ready,$1299.99,,MSI,1920 x 1080 pixels,1024 GB,PC,Windows 10,2.8 GHz Intel Core i7,2,2.8 GHz,16 GB,17.3in
a1599,2018 Newest Dell 2-in-1 Inspiron 5000 13.3 inch FHD Touchscreen Backlit Keyboard Flagship Premium Laptop PC Intel Core i7-8550U Quad-Core 8GB DDR4 256GB SSD Waves MaxxAudio Pro Windows 10,$1199.99,,Dell,,256 GB,PC,Windows 10,4 GHz Intel Core i7,4,4 GHz,8 GB,13.3in
a1600,ASUS ROG GL753VE Gaming 17.3 Full HD Laptop - 7th Gen i7-7700HQ Processor up to 3.80 GHz 32GB Memory 512GB SSD + 1TB HDD 4GB NVIDIA GeForce GTX 1050Ti Graphics Windows 10 Pro Metalic Black,$1729.00,,Asus,1920 x 1080,1512 GB,PC,Windows 10 Pro,3.8 MHz Intel Core i7,1,3.8 MHz,32 GB,17.3in
a1601,2018 Flagship HP Pavilion 15t Business 15.6 Full HD IPS Touchscreen Laptop - Intel Quad-Core i7-8550U Up to 4GHz 12GB DDR4 1TB HDD Backlit Keyboard WLAN Bluetooth HDMI HD Webcam USB Type-C Windows 10,$778.99,9 hours,HP,1920 x 1080,1 TB,Home and Business Full HD IPS Touchscreen Laptop,Windows 10 Home 64-Bit,1.8 GHz Intel Core i7,4,1.8 GHz,12 GB,15.6in
a1602,HP - 17z Laptop 17.3 with HD+ Touchscreen ( AMD Dual-Core A6-9220 APU AMD Radeon R4 Graphics 16GB RAM 1TB HDD 17.3inch touch screen (1600x900) Wi-Fi Bluetooth Windows 10 Home ) Natural Silver,$599.00,,MichaelElectronics2,1600 x 900,1 TB,,Windows 10,AMD,2,2.5 GHz,16 GB,17.3in
a1603,2018 Flagship Acer Nitro 5 Gaming VR Ready Laptop (15.6 Inch FHD Display Intel Core i5-7300HQ 2.5GHz 16GB RAM 256GB SSD + 1TB HDD NVIDIA GTX 1050 4GB Graphics Windows 10),$899.00,,Acer,1920x1080,256 GB,PC,Windows 10,2.5 GHz Intel Core i5,4,2.5 GHz,16 GB,15.6in
a1604,2016 Dell Inspiron 15 5000 15.6 HD Touchscreen Laptop AMD Quad-Core A10-8700P Processor up to 3.2GHz 8GB Ram 1TB HDD DVD RW Backlit Keyboard Bluetooth HDMI Webcam Windows 10,$548.00,6 hours,Dell,1366 x 768 (HD),1 TB,PC,Windows 10,1.8 GHz AMD A Series,4,1.8 GHz,8 GB,15.6in
a1605,Lenovo Thinkpad Yoga 260 Business 2-in-1 Laptop - 12.5 HD IPS Touchscreen - Intel core i3-6100U 2.3GHz processor - 8GB DDR4 RAM - 256GB SSD- Fingerprint Reader - Windows 10 Home,$629.00,,Lenovo,1366 x 768,256 GB,PC,Windows 10 Home,2.3 GHz Intel Core i3,2,2.3 GHz,8 GB,12.5in
a1606,2015 Apple MacBook Pro 15-Inch Retina Laptop Quad i7 2.2GHz / 16GB DDR3 Ram / 1000GB SSD / 1.5GB Video / Thunderbolt / USB 3.0 / Wifi / HD Camera / HDMI / OS X 10.12 / Warranty,$2299.95,6 hours,Apple,,1 TB,Mac,Mac OS X 10.12 Sierra,2.2 GHz Intel Core i7,4,2.2 GHz,16 GB,15.4in
a1607,Acer 17.3 Aspire Intel Core i5 7th Gen 7200U 2.50GHz NVIDIA GeForce GTX 950M 8GB DDR4 Memory 256GB SSD 1TB HDD Windows 10 Gaming Laptop Model E5-774G-56SX,$799.99,,Acer,,1 TB,PC,Windows 10,2.5 GHz Intel Core i5,2,2.5 GHz,8 GB,17.3in
a1608,Dell XPS 13 9365 13.3 QHD+ Touch Intel Core i7-7Y75 16GB 512GB SSD Windows 10 Black,$1749.11,,Dell,,256,PC,Windows 10 Home,3.6 GHz Intel Core 2 Duo,2,3.6 GHz,8192 MB,13.3in
a1609,2018 Dell Inspiron 13.3 2 in 1 FHD IPS Touchscreen Business Laptop/tablet Intel Quad-Core i7-8550U 8GB DDR4 256GB SSD MaxxAudio Backlit Keyboard 802.11ac Bluetooth HDMI Webcam Win 10,$794.60,,,,,,,,4,,16 GB,13.3in
a1610,Newest 2-in-1 Dell Inspiron 5000 Flagship Premium 13.3 Full HD Touchscreen Laptop | Intel Core i7-8550U Quad-Core | 16GB DDR4 | 256GB SSD | Waves MaxxAudio | Backlit Keyboard | Windows 10,$899.97,,Dell,,256 GB,PC,Windows 10,4 GHz Intel Core i7,4,4 GHz,16 GB,13.3in
a1611,2017 Flagship Dell Inspiron 7000 15.6 Flip Convertible 2-in-1 Full HD Touchscreen Laptop- Intel Dual-Core i7-7500U 2.7GHz 12GB DDR4 512GB SSD Backlit Keyboard WLAN Bluetooth MaxxAudio Win 10,$899.00,8 hours,Dell,1920x1080,512 GB,,Windows 10,2.7 GHz Intel Core i7,2,2.7 GHz,12 GB,15.6in
a1612,HP 15.6 HD Flagship Laptop PC | 8th Gen Intel Core i5-8250U Quad-Core | 12GB DDR4 | 2TB HDD | USB 3.1 | DVD +/-RW | Media Reader | Windows 10 | Blue,$597.25,,HP,,2 TB,PC,Windows 10,1.6 GHz Intel Core i5,4,1.6 GHz,12 GB,15.6in
a1613,Lenovo ThinkPad P51 Signature Edition: Xeon E3-1505M v6 4.0 GHz | 32GB RAM | 512GB NVMe M.2 SSD | NVIDIA Quadro M2200 (4GB) | FingerPrint Reader | Windows 10 Pro 64-Bit | 3-Year Onsite Service,$2499.00,,Laptop Authority,1920x1080,512 GB,PC,Windows 10 Professional 64-bit,4 GHz Xeon,4,4 GHz,32 GB,15.6in
a1614,2018 Flagship HP 11.6 HD IPS WLED-backlit Touchscreen Chromebook - Intel Celeron N3060 4GB DDR3 16GB eMMC 802.11ac HDMI HD Webcam Bluetooth 1 microSD media card reader USB 3.1 Chrome OS,$231.48,,HP,1366 x 768,16 GB,Home and Education HD IPS Touchscreen Chromebook,Chrome OS,1.6 GHz Intel Celeron,2,1.6 GHz,4 GB,11.6in
a1615,ACER CHROMEBOOK 15 CELERON N3060 15.6 HD 2GB LPDDR3 16GB STORAGE CB3-532-C3F7,$185.23,8 hours,Acer,,16,PC,Chrome OS,1.6 GHz Intel Celeron D,2,1.6 GHz,2 GB,15.6in
a1616,Lenovo ThinkPad X1 CarbonCore i58GB RAM240GB SSD(Certified Refurbished),$524.69,,VIGDeals,,240 GB,356045202356020306182644900123454271516,Windows 10 Pro,1.9 GHz Intel Core i5,2,1.9 GHz,8 GB,0in
a1617,Lenovo ThinkPad X1 Carbon 20BS 14 Ultrabook Core i5 8 GB RAM 256 GB SSD Intel HD Graphics 5500 Black (20BS00BGUS),$1453.99,10.9 hours,Lenovo,1920 x 1080 pixels,256.0,PC,Windows 7 Professional,2.3 GHz None,2,2.3 GHz,8 GB,14in
a1618,Dell Inspiron 15.6 4K UHD Touchscreen (3840 x 2160) IPS Display Laptop PC Intel Core i7-6700HQ 8GB RAM 1TB SSHD NVIDIA GTX 960M Graphics Bluetooth Backlit Keyboard Windows 10,$849.99,10 hours,Dell,3840 x 2160,1 TB,PC,Windows 10,2.6 GHz Intel Core i7,4,2.6 GHz,8 GB,15.6in
a1619,MSI Prestige PL60 15.6 FHD Notebook Intel Core i7-7500U Upto 3.5GHz 32GB DDR4 512GB SSD Plus 1TB HDD NVIDIA GeForce GTX 1050 2GB Windows 10 Pro 64Bit (32GB DDR4 + 512GB SSD + 1TB HDD),$1299.00,,Craving Savings,,512 GB,PC,Windows 10 Professional,2.7 GHz Intel Core i7,1,2.7 GHz,32 GB,15.6in
a1620,2018 High Performance HP Flagship 15.6 Inch Touchscreen Laptop Intel Core i7-8550U 12GB RAM 1TB 5400 RPM SATA Intel UHD Graphics 620 Windows 10 Home,$737.77,,HP,,1 TB,PC,Windows 10,1.8 GHz Intel Core i7,4,1.8 GHz,12 GB,15.6in
a1621,MSI GT73VR TITAN-427 (i7-7820HK 16GB RAM 1TB HDD NVIDIA GTX 1070 8GB 17.3 Full HD 120Hz Windows 10) VR Ready Gaming Notebook,$1999.00,,EXcaliberPC,,1 TB,PC,Microsoft Windows 10,2.9 GHz Intel Core i7,4,2.9 GHz,16 GB,17.3in
a1622,2018 Premium Dell Inspiron 15 7577 Gaming 15.6 FHD IPS Laptop Intel Quad-Core i5-7300HQ 16GB DDR4 128GB SSD+1TB HDD 6GB NVIDIA GeForce GTX 1060 backlit keyboard MaxxAudio VR READY Thunderbolt Win 10,$1049.00,,Dell,1920 x 1080,1 TB,Business and Gaming Full HD IPS Laptop,Windows 10 Home 64-Bit,2.5 GHz Intel Core i5,4,2.5 GHz,16 GB,15.6in
a1623,Newest Black Lenovo N23 11.6-inch Chromebook Intel Celeron N3060 Dual Core Processor 4GB Memory 16GB eMMC Bluetooth Wifi Webcam,$199.00,10 hours,Lenovo N23,,16 GB,PC,Chrome OS,1.6 GHz Intel Celeron D,2,1.6 GHz,4 GB,11.6in
a1624,MSI VR Ready GS73VR Stealth Pro 4K-016 17.3 4K Display Slim and Light Gaming Laptop GTX 1060 i7-6700HQ 16GB 512GB M.2 SATA + 1TB Windows 10,$1785.00,,MSI,3840 X 2160 pixels,512,PC,Windows 10,2.6 GHz Intel Core i7,4,2.6 GHz,16 GB,17.3in
a1625,2017 Asus 15.6 Signature Edition VivoBook 2-in-1 Flip Convertible FHD Touchscreen Laptop - Intel Core i7-6500U 2.5GHz 12GB DDR4 1TB HDD NVIDIA GeForce 940MX 802.11ac HDMI Webcam Win 10,$767.99,,Asus,1920 x 1080 Full HD Touchscreen,1 TB,Business and Home Full HD Touchscreen Laptop PC,Windows 10 Home 64-Bit,2.5 GHz Intel Core i7,2,2.5 GHz,12 GB,15.6in
a1626,Apple MacBook Pro 15 Z0UE0000X with Touch Bar: 3.1GHz quad-core Intel Core i7 16GB 1TB - Silver (Mid 2017),$3199.00,10 hours,Apple,2880 x 1800,1 TB,Mac,Mac OS,3.1 GHz Intel Core 2 Quad,4,3.1 GHz,16 GB,15.4in
a1627,Lenovo ThinkPad T470s 14-Inch FHD IPS Laptop (Intel Core i5-7200 8GB RAM 256GB Windows 10 Pro) - 20HGS43100,$1490.00,12.5 hours,Lenovo,1920x1080 pixels,256.0,,Windows 10 Pro,2.5 GHz Intel Core i5,2,2.5 GHz,8 GB,14in
a1628,Lenovo 80UR001FUS N23 80UR - Flip design - Celeron N3060 / 1.6 GHz - Win 10 Pro 64-bit - 4 GB RAM - 32 GB eMMC - 11.6 inch touchscreen 1366 x 768 (HD),$242.90,,Lenovo,,32 GB,,Windows 10 Pro 64 Bit,1.6 GHz 8032,1,1.6 GHz,0 GB,11.6in
a1629,CYBERPOWERPC Tracer II T15200 15.6 Gaming Notebook (Intel i7-7700HQ 2.8GHz NVIDIA GTX 1050 Ti 4GB 16GB DDR4 250GB SSD WiFi+BT Win 10 Home) Black,$1049.99,6 hours,CyberpowerPC,1920x1080 pixels,250.0,PC,Windows 10 Home,2.8 GHz,4,2.8 GHz,16 GB,15.6in
a1630,Asus 2-in-1 15.6 FHD Touch-Screen Laptop Intel Core i5-7200U 8GB DDR4 Memory NVIDIA GeForce GTX 940MX 2GB 1TB HDD 128GB SSD Hybrid 802.11ac Blutooth HDMI Webcam Windows 10,$729.00,,1080p,FHD 1920x1080,1 TB,PC,Windows 10,2133 MHz Intel Core i5,2,2133 MHz,8 GB,15.6in
a1631,Toshiba PORT X30-D1356 I7/2.8 13 16GB 512GB W10P PT274U-02H008,$1705.89,,Toshiba,,0 GB,,Unknown,8032,2,0 MHz,0 GB,13.3in
a1632,Dell Inspiron 15-3541 3000 Series Laptop LED Touch Screen (B156XTT01.1),$73.35,,Dell,Resolution: WXGA HD (1366 x 768),,,,,,,,15.6in
a1633,HP Laptop ProBook 450 G4 15.6 Screen Intel Dual Core i5-7200U 8GB RAM 500GB 7.2K Hard Drive Windows 10 Home,$679.95,,Oemgenuine,1366 x 768,500 GB,PC,Windows 10 Home,2.5 GHz Intel Core i5,2,2.5 GHz,8 GB,15.6in
a1634,Dell Latitude 15 5000 Series 5580 15.6 Laptop - 7th Gen Intel Core i5-7200U Processor up to 3.10 GHz 16GB Memory 256GB SSD Intel HD Graphics 620 Windows 10 Pro,$1199.00,,Dell,,256 GB,PC,Windows 10 Pro,3.1 GHz Intel Core i5,1,3.1 GHz,16 GB,15.6in
a1635,HP 15-ay196nr 15.6-Inch HD SVA WLED-backlit touch screen Laptop (Intel Core i7-7500U 2.7 GHz 8 GB DDR4 RAM 1 TB 5400 rpm SATA HDD Windows 10 Home 64) Silver,$649.99,8 hours,HP,1366x768,1 TB,PC,Windows 10,2.7 GHz Intel Core i7,2,2.7 GHz,8 GB,15.5in
a1636,TOUGHBOOK CF 54 I5-6300U 2.4G,$1879.87,,Panasonic,,0 GB,,Unknown,8032,2,0 MHz,8 GB,14in
a1637,2018 Flagship HP Omen 15 Gaming VR Ready Laptop Computer (15.6 Inch FHD Display Intel Core i7-7700HQ 2.8GHz 16GB RAM 128GB SSD and 1TB HDD NVIDIA GTX 1050 4GB WiFi Windows 10),$1199.00,,HP,1920x1080,128 GB,PC,Windows 10,2.8 GHz Intel Core i7,4,2.8 GHz,16 GB,15.6in
a1638,Dell Latitude 15 5000 Series 5580 15.6 Laptop - 7th Gen Intel Core i5-7200U Processor up to 3.10 GHz 8GB Memory 512GB SSD Intel HD Graphics 620 Windows 10 Pro,$1069.00,,Dell,,512 GB,PC,Windows 10 Pro,3.1 GHz Intel Core i5,1,3.1 GHz,8 GB,15.6in
a1639,RCA Cambio 2-in-1 10.1 Touchscreen Flagship High Performance Tablet PC| Intel Atom Z3735F Quad-Core| 2GB RAM| 32GB Hard Drive| 2MP Cameras| MiniHDMI| Windows 10,$169.00,,RCA,,,PC,Windows 10,Intel Atom,4,,2 GB,10.1in
a1640,Lenovo Z50 15.6-Inch Laptop (AMD A10 8 GB RAM 1 TB HDD Windows 10) 80EC00GKUS,$498.88,4 hours,Lenovo,1366x768 pixels,1 TB,,Windows 10,1.9 GHz AMD Quad-Core A10-7300,1,1.9 GHz,8 GB,15.6in
a1641,LENOVO NOTEBOOK 20L5000UUS THINKPAD T480 14 INCH CORE I7-8550U 8GB 256GB SSD PCI,$1463.50,,,,0 GB,,Unknown,Unknown,4,0 MHz,0 GB,14in
a1642,Dell Inspiron 2-in-1 I7378-7571GRY-PUS - 13.3 FHD Touch - 7th Gen Intel Core i7-7500U - 12GB - 256GB Solid State Drive - Silver,$849.97,8 hours,Dell,1920x1080,256 GB,PC,Windows 10,2.7 GHz Intel Core i7,2,2.7 GHz,12 GB,13.3in
a1643,MacBook Pro 15 Retina W/ AppleCare+ Z0RF00004 2.8GHz i7 1TB 16GB Iris Pro Graphics (Current Model),$3168.00,8 hours,Apple,2880 x 1800,1 TB,Mac,Mac OS X,2.8 GHz Intel Mobile CPU,4,2.8 GHz,16 GB,15.4in
a1644,TD Lenovo Thinkpad T470 Business Laptop Intel Core i5 7300U 14 8GB DDR4 256GB SSD Windows 10 Pro,$1099.00,,Tech Deals,,256 GB,PC,Windows 10,2.6 GHz Intel Core i5,2,2.6 GHz,8 GB,14in
a1645,Lenovo 15.6-inch High Performance HD WLED Laptop AMD Quad-Core A6-7310 Processor 2GHz 8GB DDR3 128GB SSD AMD Radeon R4 Graphics SuperMulti DVD burner HDMI Windows 10 Home 64 bit,$439.00,5.5 hours,Lenovo,1366x768,128 GB,PC,Windows 10 Professional,2 GHz AMD A Series,4,2 GHz,8 GB,15.6in
a1646,Toshiba TECRA A50-D1538 I7/2.7 15 8GB 256GB W10P PT581U-034012,$981.83,,Toshiba,,0 GB,,Unknown,8032,2,0 MHz,0 GB,15.6in
a1647,Lenovo 15.6 FHD High Performance Gaming Computer Y700 80NY0007US AMD A10 8700P AMD Radeon R9 M385X 4GB GDDR5 8 GB Memory 1TB HDD Windows 10 Home Black,$769.99,5 hours,Lenovo,1920x1080 pixels,1 TB,PC,Windows 10,1.8 GHz A10-8700P,4,1.8 GHz,8 GB,15.6in
a1648,SmartBuy HP ProBook 450 G5 Business Laptop: 15.6 (1366x768) Intel 8th Gen Quad-Core i5-8250U 500GB HDD 4GB DDR4 Windows 10 Professional,$803.99,,HP,1366x768,500 GB,PC,Windows 10 Windows 10 Pro 64-bit Edition,1.6 GHz Intel Core i5,4,1.6 GHz,4 GB,15.6in
a1649,2018 Premium Newest HP 15.6 Inch Flagship Notebook Laptop Computer (AMD Dual-Core A6-9220 APU 2.5GHz 16GB DDR4 RAM 256GB SSD USB 3.1 WiFi Bluetooth HD Webcam Super DVD Burner Windows 10) Black,$599.00,,HP,1366x768,256 GB,PC,Windows 10,1.8 GHz AMD A Series,2,1.8 GHz,16 GB,15.6in
a1650,2017 Acer Aspire 15.6 Full HD Notebook Intel Dual-Core i7-6500U 2.50GHz (Turbo to 3.1 GHz) 8GB RAM 500GB HDD WiFi 802.11ac USB 3.0 HDMI Windows 10 Home,$529.00,,Acer,1920 x 1080,500 GB,PC,Windows 10 Home,2.5 GHz Intel Core i7,2,2.5 GHz,8 GB,15.6in
a1651,HP Flagship 17.3 HD+ Laptop (7th Gen Intel Core i5-7200U 2.50GHz 6GB DDR4 Memory 1TB Hard Drive DVD burner HDMI Webcam Windows 10) Black,$519.00,7.5 hours,HP,1600 x 900,1 TB,PC,Windows 10,2.5 GHz Intel Core 2 Duo,2,2.5 GHz,6 GB,17.3in
a1652,2018 HP Flagship High Performance OMEN 15.6 Inch IPS Laptop (1920x1080) 7th Gen Intel Core i7-7700HQ 2.8 GHz 8GB DDR4 SDRAM 1TB HDD NVIDIA GeForce GTX 1050 4GB Windows 10 Bluetooth HD Webcam,$898.99,8 hours,HP,1920 x 1080,1 TB,PC,Windows 10,2.8 GHz Intel Core i7,4,2.8 GHz,8 GB,15.6in
a1653,Apple MMGF2LL/A MacBook Air 13.3-Inch Laptop (5th Gen Intel Core i5 1.6 GHz 8 GB LPDDR3 128 GB),$844.00,,Apple Computer,,,,Mac OS X V10.11 El Capitan,Intel,2,,8 GB,13.3in
a1654,2018 Dell Inspiron 17.3 Full HD IPS Flagship Laptop PC Intel Quad-Core i7-8550U Processor 8GB RAM 128GB SSD + 1TB HDD Backlit Keyboard Dedicated AMD Radeon 530 4GB DVD Windows 10 Silver,$949.00,,Dell,,1128 GB,PC,Windows 10,1.8 GHz Core i7-3667U,4,1.8 GHz,8 GB,17.3in
a1655,2018 Flagship HP 15.6 Inch Touchscreen Notebook Laptop Computer (Intel Core i5-7200U 2.5GHz 8GB RAM 128GB SSD + 2TB HDD DVD WiFi Intel HD Graphics 620 HD Webcam Windows 10),$679.00,,HP,1366x768,128 GB,PC,Windows 10,2.5 GHz Intel Core i5,2,2.5 GHz,8 GB,15.6in
a1656,Apple MacBook Air MJVM2LL/A 11.6-Inch Laptop (1.6 GHz Intel Core i5 128 GB Hard Drive Integrated Intel HD Graphics 6000 Mac OS X 10.10 Yosemite),$810.19,6 hours,Apple,1366 x 768,3 GB,Mac,Mac OS 9.X,1.6 GHz Intel Core 2 Duo,4,1.6 GHz,4 GB,11.6in
a1657,HP Elitebook 840 G3 Notebook - V1H23UT#ABA (14” FHD Display i5-6300U 2.4GHz 8GB RAM HD Webcam Windows 7/10 Pro 64),$1479.53,9 hours,HP,1920x1080 pixels,256.0,PC,Windows 7 Professional,1.4 GHz Intel Core i5,2,1.4 GHz,8 GB,14in
a1658,2018 Newest Premium Flagship HP X360 15.6 Inch FHD Touchscreen Laptop with Stylus (Intel Core i5-7200U 8GB DDR4 RAM 128GB SSD and 2TB HDD AMD Radeon 530 Bluetooth Windows 10),$749.00,,HP,1920 x 1080,128 GB,PC,Windows 10,3.1 GHz Intel Core i5,2,3.1 GHz,8 GB,15.6in
a1659,AORUS X5 v7-KL4K3D (i7-7820HK 16GB RAM 256GB NVMe SSD + 1TB HDD GTX 1070 8GB 15.6 IPS UHD Windows 10) VR Ready Gaming Notebook,$2299.00,,EXcaliberPC,,1 TB,PC,Microsoft Windows 10,2.9 GHz Intel Core i7,4,2.9 GHz,16 GB,15.6in
a1660,2018 Dell Inspiron 7000 15.6 4K UHD Matte Display Gaming Laptop | Intel i7-7700HQ Quad-Core | 16G DDR4 RAM | 512GB M.2SSD+1TB HDD | NVIDIA GTX 1060 6GB GDDR5| Backlit Keyboard | Windows 10 home,$1599.00,,Dell,,1512 GB,PC,windows 10,2.8 GHz Intel Core i7,4,2.8 GHz,16 GB,15.6in
a1661,Acer Aspire One 14 Cloudbook AO1-431-C8G8 Laptop PC with Intel Celeron N3050 2GB Memory 32GB eMMC Windows 10 and Office 365 Personal Mineral Gray,$209.00,,Acer,1366x768,32 GB,,Chrome OS,Intel,2,1.8 GHz,2 GB,14in
a1662,Dell Latitude 7240 E7240 12.5 FHD 1080P Touchscreen Ultrabook Business Notebook PC (Intel i7-4600U 2.1GHz 4GB memory 128GB SSD 802.11ac Bluetooth Webcam Windows 10 Professional),$659.99,,Dell,1920X1080,128 GB,PC,Windows 10 Professional,2.1 GHz Intel Core i7,2,2.1 GHz,4 GB,12.5in
a1663,Acer Nitro 5 7th Gen Intel Core i5-7300HQ GeForce GTX 1050 8GB DDR4 256GB SSD Windows 10 Home Shale Black AN515-51-56U0,$727.19,7 hours,Acer,1920 x 1080 pixels,256.0,,Windows 10 Home,2.5 GHz Intel Core i5,4,2.5 GHz,8 GB,15.6in
a1664,HP 17-p120wm 17.3 LED-backlit display Laptop AMD A8-7050 Dual-Core Processor up to 3.0GHz 4GB Memory 750GB HDD windows 10 home 64bit,$399.00,,HP,,750 GB,PC,Windows 10 Professional,1.8 GHz AMD A Series,2,1.8 GHz,4 GB,17.3in
a1665,Dell Inspiron 4K Gaming Laptop: Core i7-7700HQ 16GB RAM 512GB SSD+1TB HDD W10H 512GB SSD + 1TB HDD GTX 1060 6GB 15.6-inch UHD Display,$1539.00,,,,0 GB,,Unknown,Unknown,4,0 MHz,0 GB,15.6in
a1666,ASUS ROG G752VY-DH72 17-Inch Gaming Laptop Nvidia GeForce GTX 980M 4 GB VRAM 32 GB DDR4 1 TB 256 GB NVMe SSD,$2289.00,4 hours,Asus,1920*1080 pixels,128,,Windows 10,2.6 GHz Intel Core i7,4,2.6 GHz,32 GB,17in
a1667,HP Envy 17t 17.3 inch UHD 4K Laptop PC (Intel 8th Gen Quad Core Processor 16GB RAM 1TB HDD + 512GB SSD 17.3 4K UHD (3840x2160) Display NVIDIA GeForce MX150 4GB DVD Win 10 Home),$1649.00,,MichaelElectronics2,3840 x 2160,1 TB,,Windows 10,Intel,4,1.8 GHz,16 GB,17.3in
a1668,2017 HP Notebook 15.6 Flagship Laptop PC Intel Core i7-7500U 16GB DDR4 RAM 1TB HDD Intel Graphics Bluetooth DVD +/- RW DTS Studio Sound Windows 10 - Cardinal Red (15.6 Red),$699.00,8 hours,HP,,1 TB,PC,Windows 10,2.7 GHz Intel Core i7,2,2.7 GHz,16 GB,15.6in
a1669,Lenovo IdeaPad 15.6 inch HD Flagship High Performance Laptop PC AMD A6-7310 Quad-Core 4GB RAM 500GB HDD DVD RW HDMI USB 3.0 Windows 10 (Black),$269.72,,Lenovo,1366 x 768,500 GB,PC,Windows 10,2 GHz AMD A Series,4,2 GHz,4 GB,15.6in
a1670,Dell Inspiron 2-in-1 15 7000 7579 - 15.6 FHD Touch - i7-7500U - 12GB Ram - 512GB SSD,$956.00,,Dell,,512 GB,,Windows 10,Intel Core i7,2,,12 GB,15.6in
a1671,Apple MacBook Pro 13 Z0UP0003U (Factory Upgraded from MPXX2LL/A) with Touch Bar: 3.1GHz dual-core Intel Core i5 16GB RAM 256GB - Silver (Mid 2017),$1948.00,,Apple,2560 x 1600,256 GB,Mac,OS X,3.1 GHz Intel Core 2 Duo Mobile,2,3.1 GHz,16 GB,13.3in
a1672,HP Pavilion 15.6 Inch Touchscreen Flagship High Performance Laptop Intel i5-6200U Processor 8GB DDR4 RAM 1TB HDD Webcam 802.11AC Bluetooth DVD Backlit Keyboard B&O Audio Windows 10-Gold,$639.00,7 hours,HP,1366 x 768 (HD Touch),1 TB,PC,Windows 10,2.3 GHz Intel Core i5,2,2.3 GHz,8 GB,15.6in
a1673,SMART BUY PROBOOK 470 G5 I5-8250U 1.6G 8GB 500GB 17.3IN W10P,$770.56,,HP,,0 GB,,Unknown,8032,4,0 MHz,0 GB,17.3in
a1674,HP Envy 13.3 Traditional Laptop (1KT05UA#ABA),$831.99,,HP,1920 x 1080 pixels,128.0,,Windows 10,2.5 GHz Intel Core i5,2,2.5 GHz,8 GB,13.3in
a1675,Dell Latitude 7280 Intel Core i7-7600U 12.5 inch Windows 10 Pro Business Ultrabook (16GB DDR4 256GB SSD),$1150.00,,Techwizards,,256 GB,PC,Windows 10,2.8 GHz Intel Core i7,2,2.8 GHz,8 GB,12.5in
a1676,CUK ASUS ROG 17-inch Gamer Laptop (Intel Quad Core i7-7700HQ 32GB RAM 256GB NVMe SSD + 2TB HDD NVIDIA GTX 1060 6GB 17.3 Full HD 120hz 72% NTSC Windows 10) - VR Ready Gaming Notebook Computer,$1699.99,,Computer Upgrade King,,2256 GB,PC,Windows 10 Home,2.8 GHz Intel Core i7,4,2.8 GHz,32 GB,17.3in
a1677,2018 Flagship Premium Newest Acer Nitro 5 Gaming VR Ready Laptop (15.6 Inch FHD Display Intel Core i5-7300HQ 2.5GHz 32GB RAM 128GB SSD + 1TB HDD NVIDIA GTX 1050 4GB Graphics Windows 10),$979.00,,Acer,1920x1080,128 GB,PC,Windows 10,2.5 GHz Intel Core i5,4,2.5 GHz,32 GB,15.6in
a1678,Dell Inspiron 15.6-inch Touchscreen Laptop (i7537T-1121sLV),$669.00,,Dell,1366 x 768,750 GB,PC,Windows 8;,1.6 GHz Intel Core i7,,1.6 GHz,6 GB,15.6in
a1679,HP 15-BA077CL 2017 MODEL AMD PROCESSOR - AMD A12-9700P Quad Core 2.50GHz up to 3.4GHz burst 8GB Memory 1TB Hard Drive 15.6 (1366x768) Windows 10,$410.00,5.5 hours,HP,1366x768,1 TB,PC,Windows 10,2.5 GHz AMD A Series,4,2.5 GHz,8 GB,15.6in
a1680,Thinkpad E570 Core I5-7200U W10P64En 8.0Gb 1X256Gb Ssd Pcie 15.6 Fhd Ips 19,$880.21,7 hours,Lenovo,,256,,Unknown,8032,2,0 MHz,8 GB,15.6in
a1681,MSI GE73VR Raider VR Ready Gamer Notebook (Intel i7-7700HQ 16GB RAM 256GB SSD + 1TB HDD 17.3 Full HD 120Hz 5ms NVIDIA GTX 1070 8GB Windows 10) Gaming Laptop Computer,$1898.96,,MSI,1920x1080,256,PC,Windows 10 x64-bit,2.8 GHz Intel Core i7,4,2.8 GHz,16 GB,17.3in
a1682,ASUS F556UA-AB32 15.6-inch Full-HD Laptop Core i3 4GB RAM 1TB HDD with Windows 10,$799.99,5 hours,Asus,1920 x 1080 pixels,1000 GB,,Windows 10,2.3 GHz Core i3 6100U,2,2.3 GHz,4 GB,15.6in
