id,product_title,brand,model,operating_system,extended_title
a1347,lenovo thinkpad t470s windows 10 intel core i7 7600u 20gb 512gb ssd 14 ips fhd 1920x1080 color,lenovo,,windows 10 pro,lenovo thinkpad t470s windows 10 intel core i7 7600u 20gb 512gb ssd 14 ips fhd 1920x1080 
a1348,2018 dell inspiron 15 7577 15.6 uhd 3840x2160 intel quad core i7 7700hq 2.8ghz 32gb 256gb ssd 1tb hdd nvidia gtx 1060 6gb max q windows 10 ,dell,dell,windows 10,2018 dell inspiron 15 7577 15.6 uhd 3840x2160 intel quad core i7 7700hq 2.8ghz 32gb 256gb ssd 1tb hdd nvidia gtx 1060 6gb max q windows 10 dell
a1349,lenovo thinkpad yoga 11e 3rd gen 11.6 touchscreen convertible ultrabook,lenovo,20ga000kus,windows 10 professional,lenovo thinkpad yoga 11e 3rd gen 11.6 touchscreen convertible 20ga000kus windows 10 professional
a1350,2018 hp pavilion 15t full hd 1980x1080 touscreen intel core i7 8550u 12gb 1tb hdd hdmi windows 10,hp,15 cc665cl,windows 10,2018 hp pavilion 15t full hd 1980x1080 touscreen intel core i7 8550u 12gb 1tb hdd hdmi windows 10 15 cc665cl
a1351,dell latitude e7470 14 fhd i7 6600u 16gb ddr4 256gb ssd windows 10 pro,dell,e7470,windows 10 professional,dell latitude e7470 14 fhd i7 6600u 16gb ddr4 256gb ssd windows 10 professional
a1352,lenovo thinkpad p50 windows 7 intel i7 6700hq 64gb 1tb ssd 15.6 fhd ips 1920x1080 nvidia quadro m1000m ac wi fi,lenovo,thinkpad p50,windows 7 professional,lenovo thinkpad p50 windows 7 intel i7 6700hq 64gb 1tb ssd 15.6 fhd ips 1920x1080 nvidia quadro m1000m ac wi fi thinkpad professional
a1353,hp omen 15 ce019dx 15.6 fhd i7 7700hq nvidia gtx 1050 ti 8gb 1tb hdd 128gb nvme ssd,hp,15 ce015dx,windows 10,hp omen 15 ce019dx 15.6 fhd i7 7700hq nvidia gtx 1050 ti 8gb 1tb hdd 128gb nvme ssd 15 ce015dx windows
a1354,hp pavilion pc 15.6 hd intel core i7 7500u 8gb 2tb hd webcam,hp,,windows 10,hp pavilion pc 15.6 hd intel core i7 7500u 8gb 2tb hd windows 10
a1355,2018 lenovo ideapad 320 15.6 hd widescreen pc amd a6 9220 dual core 2.5 ghz 8gb 1tb hdd amd radeon r4 hdmi windows 10 black,lenovo,ideapad 320,windows 10,2018 lenovo ideapad 320 15.6 hd widescreen pc amd a6 9220 dual core 2.5 ghz 8gb 1tb hdd amd radeon r4 hdmi windows 10 ideapad
a1356,lenovo thinkpad x1 carbon 4 windows 10 intel core i7 6600u 1tb nvme ssd 16gb 14 wqhd ips 2560x1440 intel hd 520,lenovo,,windows 10 pro,lenovo thinkpad x1 carbon 4 windows 10 intel core i7 6600u 1tb nvme ssd 16gb 14 wqhd ips 2560x1440 intel hd 520 
a1357,dell latitude 12 5285 wuxga 12.3 2 1 w travel kb i7 7600 16g 512ssd bulk package ,dell computers,latitude 12 5285,windows 10 professional,dell latitude 12 5285 wuxga 12.3 2 1 w travel kb i7 7600 16g 512ssd bulk package computers windows 10 professional
a1358,hp probook 455 g4 15.6 windows amd a10 2.4 ghz 8 gb 500 gb hdd amd radeon r5 z1z78ut#aba ,hp,z1z78ut#aba,windows 10 edition,hp probook 455 g4 15.6 windows amd a10 2.4 ghz 8 gb 500 gb hdd amd radeon r5 z1z78ut#aba edition
a1359,hidevolution asus rog strix gl702vi 17.3 2.8 ghz i7 7700hq 32gb ddr4 2400mhz 256gb ssd 1tb hdd authorized upgrades & warranty,hidevolution,,windows 10,hidevolution asus rog strix gl702vi 17.3 2.8 ghz i7 7700hq 32gb ddr4 2400mhz 256gb ssd 1tb hdd authorized upgrades & windows 10
a1360,2018 hp omen 17 vr ready 17.3 fhd intel core i7 7700hq 2.8ghz 32gb 256gb nvme ssd 1tb hdd nvidia gtx 1070 8gb windows 10 ,hp,hp,windows 10,2018 hp omen 17 vr ready 17.3 fhd intel core i7 7700hq 2.8ghz 32gb 256gb nvme ssd 1tb hdd nvidia gtx 1070 8gb windows 10 
a1361,hp elitebook 850 g4 15.6 windows intel core i7 2.7 ghz 8 gb 256 gb ssd 1bs51ut#aba ,hp,1bs51ut#aba,windows 10 pro,hp elitebook 850 g4 15.6 windows intel core i7 2.7 ghz 8 gb 256 gb ssd 1bs51ut#aba 10 pro
a1362,2018 dell inspiron 5000 15.6 fhd amd a10 9630p quad core 3.3ghz 16gb radeon rx460 1tb hdd hdmi 4.0 usb 3.0 windows 10 home,dell,,windows 10,2018 dell inspiron 5000 15.6 fhd amd a10 9630p quad core 3.3ghz 16gb radeon rx460 1tb hdd hdmi 4.0 usb 3.0 windows 10 
a1363,acer cloudbook 14 14 celeron n3050 win 10 office 365 1 2gb ddr3l 32gb ao1 431 c3tm,acer,ao1 431 c3tm,windows 10,acer cloudbook 14 14 celeron n3050 win 10 office 365 1 2gb ddr3l 32gb ao1 431 c3tm windows
a1364,asus zenbook 3 deluxe ux490ua xh74 bl 14 intel 8th gen i7 quad core 16gb 512gb ssd 14 1920 x 1080 glossy thunderbolt win 10 ,michaelelectronics2,,windows 10,asus zenbook 3 deluxe ux490ua xh74 bl 14 intel 8th gen i7 quad core 16gb 512gb ssd 14 1920 x 1080 glossy thunderbolt win 10 windows
a1365,2018 latest hp envy 13t 13 touch intel i7 8550u quad core 13.3 full hd ips 1920x1080 touchscreen 1tb nvme ssd 8gb best & pc just 2.92lbs & .55 thin!,eluktronics,envy 13t,windows 10,2018 latest hp envy 13t 13 touch intel i7 8550u quad core 13.3 full hd ips 1920x1080 touchscreen 1tb nvme ssd 8gb best & pc just 2.92lbs & .55 thin! envy windows
a1366,2018 dell inspiron 15 7577 15.6 uhd 3840x2160 intel quad core i7 7700hq 2.8ghz 16gb 128gb ssd 1tb hdd nvidia gtx 1060 6gb max q windows 10 ,dell,dell,windows 10,2018 dell inspiron 15 7577 15.6 uhd 3840x2160 intel quad core i7 7700hq 2.8ghz 16gb 128gb ssd 1tb hdd nvidia gtx 1060 6gb max q windows 10 dell
a1367,asus x series 15.6 x550ze wbfx ,asus,x550ze wbfx,windows 10,asus x series 15.6 x550ze wbfx asus windows 10
a1368,hp elitebook 1040 g4 14 touchscreen intel core i7 7500u 7th gen dual core 2.70 ghz 16 gb ddr4 sdram 512 gb ssd,,2xu39ut,unknown,hp elitebook 1040 g4 14 touchscreen intel core i7 7500u 7th gen dual core 2.70 ghz 16 gb ddr4 sdram 512 gb ssd 2xu39ut unknown
a1369,2018 acer aspire 3 15.6 hd pc 7th gen intel dual core i5 7200u 2.5ghz 6gb ddr4 sdram 1tb hdd 802.11ac hdmi windows 10 64 bit,acer,acer aspire 3,windows 10 home,2018 acer aspire 3 15.6 hd pc 7th gen intel dual core i5 7200u 2.5ghz 6gb ddr4 sdram 1tb hdd 802.11ac hdmi windows 10 home
a1370,lenovo thinkpad t470 pc 14 full hd touchscreen intel i7 14 fhd 1920x1080 touchscreen 32gb 512gb ssd win 10 ,michaelelectronics2,,windows 10,lenovo thinkpad t470 pc 14 full hd touchscreen intel i7 14 fhd 1920x1080 touchscreen 32gb 512gb ssd win 10 windows
a1371,msi gt75vr titan sli 4k 028 17.3 4k extreme i7 7820hk gtx 1070 8g [sli] 32gb 512gb ssd 1tb,msi,gt75vr titan sli 4k 028,windows 10 home,msi gt75vr titan sli 4k 028 17.3 4k extreme i7 7820hk gtx 1070 8g [sli] 32gb 512gb ssd 1tb windows home
a1372,2018 dell inspiron 15 7560 15.6 fhd intel core i7 7500u 3.5ghz 8gb 1tb hdd 4.0 windows 10 professional,dell,7560,windows 10 professional,2018 dell inspiron 15 7560 15.6 fhd intel core i7 7500u 3.5ghz 8gb 1tb hdd 4.0 windows 10 
a1373,asus q304ua 13.3 2 1 touchscreen full hd pc 7th intel core i5 7200u 3.1ghz 6gb 1tb hdd silver,asus,asus q304ua 2 1,windows 10,asus q304ua 13.3 2 1 touchscreen full hd pc 7th intel core i5 7200u 3.1ghz 6gb 1tb hdd asus windows 10
a1374,cuk asus fx73ve wh71 vr ready intel core i7 7700hq 16gb ddr4 256gb nvme ssd 1tb hdd nvidia gtx 1050 ti 4gb best 17.3 full hd windows 10 pc,computer upgrade king,fx73ve,windows 10 home,cuk asus fx73ve wh71 vr ready intel core i7 7700hq 16gb ddr4 256gb nvme ssd 1tb hdd nvidia gtx 1050 ti 4gb best 17.3 full hd windows 10 pc upgrade king home
a1375,cuk hp pavilion 15 power 15.6 touchscreen intel skylake i7 7700hq 32gb 512gb nvme ssd 1tb nvidia gtx 1050 4gb best full hd windows 10 computer,computer upgrade king,lt hp 0568 002,windows 10 x64 bit,cuk hp pavilion 15 power 15.6 touchscreen intel skylake i7 7700hq 32gb 512gb nvme ssd 1tb nvidia gtx 1050 4gb best full hd windows 10 upgrade king lt hp 0568 002 x64 bit
a1376,2018 lenovo 17.3 1600 x 900 intel core i5 7200 8gb ddr4 1tb windows 10 platinum ,lenovo flagship,,windows 10,2018 lenovo 17.3 1600 x 900 intel core i5 7200 8gb ddr4 1tb windows 10 platinum 
a1377,vaio z canvas 12.3 core i7 quad core 16 gb 512 gb ssd windows 10 ,vaio,vjz12ax0211s,windows 10 professional,vaio z canvas 12.3 core i7 quad core 16 gb 512 gb ssd windows 10 vjz12ax0211s professional
a1378,newest hp 14 hd elitebook 745 g3 amd a10 8700b 8gb 256gb ssd radeon r6 no optical win10 pro,hp,1nw36ut#aba,unknown,newest hp 14 hd elitebook 745 g3 amd a10 8700b 8gb 256gb ssd radeon r6 no optical win10 1nw36ut#aba unknown
a1379,asus b9440ua xs51 class i5 7200u 8gb 512gb sata ssd 14 full hd windows 10 ultrabook,excaliberpc,b9440ua xs51,microsoft windows 10 pro,asus b9440ua xs51 class i5 7200u 8gb 512gb sata ssd 14 full hd windows 10 excaliberpc microsoft
a1380,lenovo nb 20l9001mus thinkpad t580 15.6 ci7 8550u 8gb 256gb ssd w10p retail,lenovo americas,20l9001mus,unknown,lenovo nb 20l9001mus thinkpad t580 15.6 ci7 8550u 8gb 256gb ssd w10p retail lenovo americas unknown
a1381,acer aspire 3 a315 21 92fx 15.6 lcd amd a series a9 9420 dual core 2 core 3 ghz 12 gb ddr4 sdram 1 tb hdd wi,,nx.gnvaa.017,unknown,acer aspire 3 a315 21 92fx 15.6 lcd amd a series a9 9420 dual core 2 core 3 ghz 12 gb ddr4 sdram 1 tb hdd wi nx.gnvaa.017 unknown
a1382,rca maven pro11.6 32gb tablet detachable quad core 32gb1gb hdmi android 6.0 m,rca,rct6213w87 dk black,android,rca maven pro11.6 32gb tablet detachable quad core 32gb1gb hdmi android 6.0 m rct6213w87 dk
a1383,msi we72 7rj 1083us select i7 7700hq 32gb 1tb nvme ssd nvidia quadro m2200 4gb 17.3 full hd 120hz 5ms windows 10 laptop,excaliberpc,we72 7rj 1083us,microsoft windows 10 pro,msi we72 7rj 1083us select i7 7700hq 32gb 1tb nvme ssd nvidia quadro m2200 4gb 17.3 full hd 120hz 5ms windows 10 excaliberpc microsoft
a1384,2018 dell e4310 13.3 intel core i5 520m 2.4ghz4g ddr3250g hdddvd romvga wifiwindows 10 ,ast computer,,windows 10,2018 dell e4310 13.3 intel core i5 520m 2.4ghz4g ddr3250g hdddvd romvga wifiwindows 10 ast
a1385,dell t6yg7 latitude 5580 15.6 fhd intel core i5 7300u 8gb ddr4 500gb windows 10 pro,dell,t6yg7,windows 10 pro,dell t6yg7 latitude 5580 15.6 fhd intel core i5 7300u 8gb ddr4 500gb windows 10 
a1386,dell inspiron 17 5000 series 5767 17.3 full hd 7th gen. intel core i7 7500u 3.50 ghz 16gb 2tb hdd 4gb amd radeon r7 m445 windows 10,dell,dell inspiron i5767,windows 10 home,dell inspiron 17 5000 series 5767 17.3 full hd 7th gen. intel core i7 7500u 3.50 ghz 16gb 2tb hdd 4gb amd radeon r7 m445 windows 10 i5767 home
a1387,hidevolution asus zenbook ux550ve 15.6 slim touchscree 2.8ghz i7 7700hq 16gb ddr4 gtx 1050 ti 4gb 512gb ssd win 10 authorized upgrades & warranty,hidevolution,,windows 10,hidevolution asus zenbook ux550ve 15.6 slim touchscree 2.8ghz i7 7700hq 16gb ddr4 gtx 1050 ti 4gb 512gb ssd win 10 authorized upgrades & windows
a1388,msi we62 7ri 1862us 15.6” nvidia quadro m1200 core i7 7700hq 8gb 1tb win10 tpm2.0,msi,we621862,windows 10 pro,msi we62 7ri 1862us 15.6” nvidia quadro m1200 core i7 7700hq 8gb 1tb win10 tpm2.0 we621862 windows
a1389,dell i5567 0927gry 15.6 intel core i3 2.40 ghz 8gb1tb hdd intel hd 620 fog gray,dell,i5567 0927gry,windows 10,dell i5567 0927gry 15.6 intel core i3 2.40 ghz 8gb1tb hdd intel hd 620 fog windows 10
a1390,2017 dell inspiron 15.6 pc intel i5 7200u 8gb ddr4 256gb ssd rw hdmi 802.11ac windows 10 gray,dell,t8tjg,windows 10,2017 dell inspiron 15.6 pc intel i5 7200u 8gb ddr4 256gb ssd rw hdmi 802.11ac windows 10 t8tjg
a1391,2018 dell inspiron 15 5000 5577 15.6 fhd 1080p intel core i5 7300hq 2.5ghz 16gb 256gb ssd 1tb hdd nvidia gtx 1050 4gb windows 10 ,dell,dell,windows 10,2018 dell inspiron 15 5000 5577 15.6 fhd 1080p intel core i5 7300hq 2.5ghz 16gb 256gb ssd 1tb hdd nvidia gtx 1050 4gb windows 10 dell
a1392,acer chromebook r 13 arm cortex a72 2.0ghz 4gb lpddr3 64gb 13.3 fhd mt chrome nx.gl4aa.002 cb5 312t k0yq ,acer,nx.gl4aa.002 cb5 312t k0yq,chrome,acer chromebook r 13 arm cortex a72 2.0ghz 4gb lpddr3 64gb 13.3 fhd mt chrome nx.gl4aa.002 cb5 312t k0yq 
a1393,acer 14 chomrebook intel celeron n3160 1.60 ghz 4gb 32gb chrome cb3 431 c5fm ,,cb3 431 c5fm,,acer 14 chomrebook intel celeron n3160 1.60 ghz 4gb 32gb chrome cb3 431 c5fm 
a1394,goldengulf 7 for children 4.1 jelly bean mini android green,goldengulf,gg0029,other,goldengulf 7 for children 4.1 jelly bean mini android green gg0029 other
a1395,dell 5000 2 1 convertible inspiron 13.3 full hd touchscreen pc intel core i7 6500u dual core 8gb ddr4 256gb ssd windows 10 ,dell,t8tjg,windows 10,dell 5000 2 1 convertible inspiron 13.3 full hd touchscreen pc intel core i7 6500u dual core 8gb ddr4 256gb ssd windows 10 t8tjg
a1396,lenovo thinkpad p51 touch windows 10 intel quad core i7 7700hq 16gb 1tb ssd 15.6 fhd ips 1920x1080 touchscreen nvidia quadro m1200m 4gb gpu reader,lenovo,thinkpad p51,windows 10 pro,lenovo thinkpad p51 touch windows 10 intel quad core i7 7700hq 16gb 1tb ssd 15.6 fhd ips 1920x1080 touchscreen nvidia quadro m1200m 4gb gpu thinkpad
a1397,tmb117 m c9gh stf n3160 1.6g,acer,nx.vcgaa.015,unknown,tmb117 m c9gh stf n3160 1.6g acer nx.vcgaa.015 unknown
a1398,2018 hp zbook 15 15.6 intel quad core i7 4800mq 3.7ghz 16gb ddr3 256gb ssd rw windows 10 ,hp,,windows 7 professional,2018 hp zbook 15 15.6 intel quad core i7 4800mq 3.7ghz 16gb ddr3 256gb ssd rw windows 10 
a1399,2018 hp x360 15.6 fhd touchscreen intel core i5 7200u 8gb ddr4 128gb ssd 1tb hdd amd radeon 530 windows 10 ,hp,hp,windows 10,2018 hp x360 15.6 fhd touchscreen intel core i5 7200u 8gb ddr4 128gb ssd 1tb hdd amd radeon 530 windows 10 hp
a1400,lenovo thinkpad p51 15.6 intel i7 quad core 32gb 1tb ssd 15.6 fhd 1920x1080 ips nvidia quadro m1200m win 10 ,lenovo,lenovo thinkpad p51 workstation,windows 10 64 bit,lenovo thinkpad p51 15.6 intel i7 quad core 32gb 1tb ssd 15.6 fhd 1920x1080 ips nvidia quadro m1200m win 10 windows 64 bit
a1401,hp envy 17t touch 17.3 full hd 8th gen intel core i7 8550u 4.0 ghz 32gb 1tb ssd 4gb nvidia geforce mx150 windows 10,hp,hp envy 17t,windows 10 home,hp envy 17t touch 17.3 full hd 8th gen intel core i7 8550u 4.0 ghz 32gb 1tb ssd 4gb nvidia geforce mx150 windows 10 home
a1402,hp v1h61ut#aba commercial specialty zbk3 15 i7 6500u 1t 8gb w7 10 laptop,hp,v1h61ut#aba,windows 7 professional,hp v1h61ut#aba commercial specialty zbk3 15 i7 6500u 1t 8gb w7 10 windows professional
a1403,apple macbook 15 touch bar core i7 2.9ghz 16gb 1tb space bto,apple,,mac x,apple macbook 15 touch bar core i7 2.9ghz 16gb 1tb space bto x
a1404,dell inspiron 15.6 full hd pc intel i7 6700hq quad core 2.6ghz 8gb 1tb 8gb sshd nvidia geforce gtx 960m 4gb gddr5 windows 10,dell,inspiron gaming,windows 10,dell inspiron 15.6 full hd pc intel i7 6700hq quad core 2.6ghz 8gb 1tb 8gb sshd nvidia geforce gtx 960m 4gb gddr5 windows 10 inspiron gaming
a1405,cuk msi gl72m intel core i7 7700hq 16gb ddr4 256gb nvme ssd 1tb hdd nvidia gtx 1050 2gb 17.3 full hd 72% ntsc windows 10 computer,computer upgrade king,gl72m,windows 10 home,cuk msi gl72m intel core i7 7700hq 16gb ddr4 256gb nvme ssd 1tb hdd nvidia gtx 1050 2gb 17.3 full hd 72% ntsc windows 10 upgrade king
a1406,dell xps 13 9360 13.3 fhd 7th gen intel core i7 7500u 8gb 256gb nvme ssd machined win 10 professional,dell,4028006,windows 10 pro,dell xps 13 9360 13.3 fhd 7th gen intel core i7 7500u 8gb 256gb nvme ssd machined win 10 4028006 windows pro
a1407,dell inspiron 15 5570 15.6 intel core i5 8250u 1.6ghz microsoft windows 10 8gb ddr4 2400 256gb solid state drive,dell,inspiron 5570,unknown,dell inspiron 15 5570 15.6 intel core i5 8250u 1.6ghz microsoft windows 10 8gb ddr4 2400 256gb solid state unknown
a1408,dell inspiron i3567 3629blk pus 15.6 7th gen intel core i3 7100u 6gb 1tb black,dell,i3567 3629blk pus,windows 10,dell inspiron i3567 3629blk pus 15.6 7th gen intel core i3 7100u 6gb 1tb windows
a1409,2018 dell latitude e6230 12.5 intel core i5 3320m 2.6ghz8g ddr3128g ssdhdmi vga wifiwindows 10 ,ast computer,,windows 10,2018 dell latitude e6230 12.5 intel core i5 3320m 2.6ghz8g ddr3128g ssdhdmi vga wifiwindows 10 ast
a1410,hp elitebook l4a19ut#aba 14 ,hp,l4a19ut#aba,windows 7 professional,hp elitebook l4a19ut#aba 14 windows 7 professional
a1411,lenovo ideapad 320 80xl03bqus 2.70 ghz 12 gb 256 gb ssd nvidia geforce 940mx 15.6,lenovo,80xl03bqus,windows 10 home,lenovo ideapad 320 80xl03bqus 2.70 ghz 12 gb 256 gb ssd nvidia geforce 940mx 15.6 windows 10 home
a1412,msi gf62 7re 1452 i7 7700hq 16gb 1tb hdd nvidia gtx 1050ti 4gb 15.6 full hd windows 10 notebook,excaliberpc,gf62 7re 1452,microsoft windows 10,msi gf62 7re 1452 i7 7700hq 16gb 1tb hdd nvidia gtx 1050ti 4gb 15.6 full hd windows 10 excaliberpc microsoft
a1413,hp 14 amd e2 7110 4gb 32gb emmc windows 10 14 an013nr ,hp,w2m53ua#aba,windows 10 home,hp 14 amd e2 7110 4gb 32gb emmc windows 10 14 an013nr w2m53ua#aba home
a1414,lenovo flex 5 15.6 2 1 intel core i7 16 gb 1tb hdd windows 10 80xb0003us,lenovo,80xb0003us,windows 10,lenovo flex 5 15.6 2 1 intel core i7 16 gb 1tb hdd windows 10 80xb0003us 
a1415,asus q534ux 15.6 touchscreen intel core i7 7500u 2.7ghz dual core 16gb ddr4 2tb hdd 512gb ssd windows 10 black,asus,q534ux bbi7t16,windows 10,asus q534ux 15.6 touchscreen intel core i7 7500u 2.7ghz dual core 16gb ddr4 2tb hdd 512gb ssd windows 10 q534ux bbi7t16
a1416,lenovo thinkpad t470 20jm000bus 14” fhd ips intel core i7 6500u 2.50ghz 8gb ddr4 windows 7 10 64 ,lenovo,20jm000bus,windows 7 professional,lenovo thinkpad t470 20jm000bus 14” fhd ips intel core i7 6500u 2.50ghz 8gb ddr4 windows 7 10 64 professional
a1417,cuk asus vivobook s510 slim compact intel i7 8550u 16gb 256gb ssd 1tb 15.6 full hd nvidia mx150 2gb windows 10 student gold,computer upgrade king,vivobook,windows 10 home,cuk asus vivobook s510 slim compact intel i7 8550u 16gb 256gb ssd 1tb 15.6 full hd nvidia mx150 2gb windows 10 student upgrade king vivobook home
a1418,asus transformer book t300chi 12.5 2 1 detachable 1920 x 1080 full hd touch tablet intel core m 5y10 4gb 128gb solid state windows 10,asus,t300chi,windows 10,asus transformer book t300chi 12.5 2 1 detachable 1920 x 1080 full hd touch tablet intel core m 5y10 4gb 128gb solid state windows 10 
a1419,2018 dell inspiron 15 3000 15.6 touchscreen intel core i5 7200u 2.5ghz 8gb ddr4 512gb ssd maxxaudio sound intel hd 620 hd windows 10 ,dell,dell,windows 10,2018 dell inspiron 15 3000 15.6 touchscreen intel core i5 7200u 2.5ghz 8gb ddr4 512gb ssd maxxaudio sound intel hd 620 hd windows 10 dell
a1420,dell inspiron 14 pc intel celeron 2gb 32gb hdmi maxxaudio window 10 black,dell,b01n6m5thf,windows 10,dell inspiron 14 pc intel celeron 2gb 32gb hdmi maxxaudio window 10 b01n6m5thf windows
a1421,dell inspiron 13 7000 series 7370 13.3 full hd touch 8th gen intel core i7 8550u 4.0 ghz 8gb ddr4 256gb ssd intel uhd 620 windows 10 platinum silver,dell,inspiron 7370,windows 10 pro,dell inspiron 13 7000 series 7370 13.3 full hd touch 8th gen intel core i7 8550u 4.0 ghz 8gb ddr4 256gb ssd intel uhd 620 windows 10 platinum 
a1422,premium 2018 hp envy x360 15.6 fhd touchscreen amd quad core ryzen 5 2500u 16gb ddr4 512gb ssd 1tb hdd b&o speakers hd windows 10 ,hp,hp,windows 10,premium 2018 hp envy x360 15.6 fhd touchscreen amd quad core ryzen 5 2500u 16gb ddr4 512gb ssd 1tb hdd b&o speakers hd windows 10 
a1423,lenovo flex 5 series 2 1 touchscreen intel core i7 2gb 4k hd,lenovo flex 4,1178651,windows 10,lenovo flex 5 series 2 1 touchscreen intel core i7 2gb 4k hd 1178651 windows 10
a1424,hp smartbuy chromebook 11 g5 ee celeron n3060,hp,1fx82ut,chrome,hp smartbuy chromebook 11 g5 ee celeron n3060 1fx82ut
a1425,lenovo 81bf001kus ideapad 520 15ikb intel i7 8550u 16gb 1tb hdd 15.6,lenovo,81bf001kus,windows 10 home,lenovo 81bf001kus ideapad 520 15ikb intel i7 8550u 16gb 1tb hdd 15.6 windows 10 home
a1426,lenovo yoga 700 convertible 2 1 11.6 full hd touchscreen pc intel core m5 6y54 dual core 8 gb 256 gb ssd hdmi window 10 silver,lenovo,yoga 700 11,windows 10,lenovo yoga 700 convertible 2 1 11.6 full hd touchscreen pc intel core m5 6y54 dual core 8 gb 256 gb ssd hdmi window 10 700 11 windows
a1427,edition hp pavilion 15.6 ips fhd 1920 x 1080 uwva brightview pc intel core i7 6500u 2.5ghz 12gb ddr4 sdram 1tb hdd rw windows 10 silver,hp,hp pavilion 15.6,windows 10,edition hp pavilion 15.6 ips fhd 1920 x 1080 uwva brightview pc intel core i7 6500u 2.5ghz 12gb ddr4 sdram 1tb hdd rw windows 10 hp
a1428,lenovo thinkpad p50 windows 7 intel i7 6700hq 64gb 1tb ssd 1tb hdd 15.6 fhd ips 1920x1080 nvidia quadro m1000m ac wi fi,lenovo,thinkpad p50,windows 7 professional,lenovo thinkpad p50 windows 7 intel i7 6700hq 64gb 1tb ssd 1tb hdd 15.6 fhd ips 1920x1080 nvidia quadro m1000m ac wi fi thinkpad professional
a1429,de10020 dell xps 15 9550 15.6 4k touch i7 6700hq nvida gtx960m 16gb 1tb ssd,dell,xps9550 10000slv,unknown,de10020 dell xps 15 9550 15.6 4k touch i7 6700hq nvida gtx960m 16gb 1tb ssd xps9550 10000slv unknown
a1430,latitude 7389 i5 7 7300u 256gb ss fhd touch 1920x1080 w8265 w10,,7389,unknown,latitude 7389 i5 7 7300u 256gb ss fhd touch 1920x1080 w8265 w10 unknown
a1431,dell xps 13 9365 13 2 1 qhd 3200 x 1800 touchscreen 7th gen intel core i7 7y75 16gb 512gb ssd thunderbolt win 10,dell,,windows 10 home,dell xps 13 9365 13 2 1 qhd 3200 x 1800 touchscreen 7th gen intel core i7 7y75 16gb 512gb ssd thunderbolt win 10 windows home
a1432,acer nx.gkbaa.012 sf314 51 30w6 14.0 laptop,acer,nx.gkbaa.012 sf314 51 30w6,windows 10,acer nx.gkbaa.012 sf314 51 30w6 14.0 windows 10
a1433,msi gl62m 7rdx 1096 i7 7700hq 16gb 1tb hdd nvidia gtx 1050 2gb 15.6 full hd windows 10 notebook,excaliberpc,gl62m 7rdx 1096,microsoft windows 10,msi gl62m 7rdx 1096 i7 7700hq 16gb 1tb hdd nvidia gtx 1050 2gb 15.6 full hd windows 10 excaliberpc microsoft
a1434,lenovo y700 15.6 intel core i7 6700hq 16gb 1tb hdd 512gb ssd nvidia geforce gtx 960m windows 10 80nv00w6us,lenovo,80nv00w6us,windows 10,lenovo y700 15.6 intel core i7 6700hq 16gb 1tb hdd 512gb ssd nvidia geforce gtx 960m windows 10 80nv00w6us 
a1435,acer travelmate 11.6 pc windows 10 2018 intel celeron n3050 2gb 32gb emmc bluetooth,acer,travelmate tmb117,windows 10,acer travelmate 11.6 pc windows 10 2018 intel celeron n3050 2gb 32gb emmc travelmate tmb117
