id,product_title,brand,model,operating_system,extended_title
w3074,lenovo thinkpad p51s 15.6 intel i7 16gb 1tb ssd 15.6 fhd 1920x1080 ips nvidia quadro m520m win 10 ,michaelelectronics2,len 15 01217 p71me9,microsoft windows,lenovo thinkpad p51s 15.6 intel i7 16gb 1tb ssd 15.6 fhd 1920x1080 ips nvidia quadro m520m win 10 len 15 01217 p71me9 microsoft windows
w3075,lenovo thinkpad x1 carbon 14 core i5 7300u 8 gb 512 gb ssd,lenovo,20hr003eus,windows 10 ,lenovo thinkpad x1 carbon 14 core i5 7300u 8 gb 512 gb ssd 20hr003eus windows 10 
w3076,lenovo thinkpad x1 carbon 14 core i5 7300u 16 gb 256 gb ssd,lenovo,20hr000mus,windows 10 ,lenovo thinkpad x1 carbon 14 core i5 7300u 16 gb 256 gb ssd 20hr000mus windows 10 
w3077,lenovo thinkpad x1 carbon 4 windows 7 intel core i7 6600u 256gb nvme ssd 16gb 14 fhd ips 1920x1080 intel hd 520,lenovo,,windows 7,lenovo thinkpad x1 carbon 4 windows 7 intel core i7 6600u 256gb nvme ssd 16gb 14 fhd ips 1920x1080 intel hd 520 
w3078,lenovo thinkpad x1 carbon 4 windows 8.1 intel core i7 6600u 256gb nvme ssd 16gb 14 fhd ips 1920x1080 intel hd 520,lenovo,,windows 8,lenovo thinkpad x1 carbon 4 windows 8.1 intel core i7 6600u 256gb nvme ssd 16gb 14 fhd ips 1920x1080 intel hd 520 
w3079,2017 lenovo thinkpad x1 carbon 5th gen windows 10 intel core i7 7500u 180gb ssd 16gb 14 wqhd ips 2560x1440 classic ,lenovo,2017,windows 10,2017 lenovo thinkpad x1 carbon 5th gen windows 10 intel core i7 7500u 180gb ssd 16gb 14 wqhd ips 2560x1440 classic 
w3080,lenovo thinkpad t460s windows 10 intel core i7 6600u 12gb 256gb ssd 14 ips fhd 1920x1080 ac wifi,lenovo,,windows 10,lenovo thinkpad t460s windows 10 intel core i7 6600u 12gb 256gb ssd 14 ips fhd 1920x1080 
w3081,lenovo thinkpad t460s windows 7 intel core i7 6600u 12gb 128gb ssd 14 ips fhd 1920x1080 ac wifi,lenovo,,windows 7,lenovo thinkpad t460s windows 7 intel core i7 6600u 12gb 128gb ssd 14 ips fhd 1920x1080 
w3082,lenovo thinkpad t460s windows 8.1 intel core i7 6600u 12gb 256gb ssd 14 ips fhd 1920x1080 ac wifi,lenovo,,windows 8,lenovo thinkpad t460s windows 8.1 intel core i7 6600u 12gb 256gb ssd 14 ips fhd 1920x1080 
w3083,lenovo thinkpad t460s touch windows 8.1 intel core i7 6600u 12gb 256gb ssd 14 ips fhd 1920x1080 touchscreen ac wifi,lenovo,,windows 8,lenovo thinkpad t460s touch windows 8.1 intel core i7 6600u 12gb 256gb ssd 14 ips fhd 1920x1080 touchscreen 
w3084,lenovo thinkpad t460s touch windows 10 intel core i7 6600u 12gb 128gb ssd 14 ips fhd 1920x1080 touchscreen ac wifi,lenovo,,windows 10,lenovo thinkpad t460s touch windows 10 intel core i7 6600u 12gb 128gb ssd 14 ips fhd 1920x1080 touchscreen 
w3085,lenovo thinkpad t460s touch windows 10 intel core i7 6600u 12gb 128gb ssd 14 ips fhd 1920x1080 touchscreen ac wifi,lenovo,,windows 10,lenovo thinkpad t460s touch windows 10 intel core i7 6600u 12gb 128gb ssd 14 ips fhd 1920x1080 touchscreen 
w3086,lenovo thinkpad t460s windows 7 intel core i7 6600u 12gb 128gb ssd 14 ips fhd 1920x1080 ac wifi,lenovo,,windows 7,lenovo thinkpad t460s windows 7 intel core i7 6600u 12gb 128gb ssd 14 ips fhd 1920x1080 
w3087,lenovo thinkpad t460s windows 7 intel core i7 6600u 12gb 256gb ssd 14 ips fhd 1920x1080 ac wifi,lenovo,,windows 7,lenovo thinkpad t460s windows 7 intel core i7 6600u 12gb 256gb ssd 14 ips fhd 1920x1080 
w3088,lenovo thinkpad t460s windows 10 intel core i7 6600u 12gb 128gb ssd 14 ips fhd 1920x1080 ac wifi,lenovo,,windows 10,lenovo thinkpad t460s windows 10 intel core i7 6600u 12gb 128gb ssd 14 ips fhd 1920x1080 
w3089,lenovo thinkpad t460s touch windows 7 intel core i7 6600u 12gb 256gb ssd 14 ips fhd 1920x1080 touchscreen ac wifi,lenovo,,windows 7,lenovo thinkpad t460s touch windows 7 intel core i7 6600u 12gb 256gb ssd 14 ips fhd 1920x1080 touchscreen 
w3090,lenovo thinkpad t460s windows 8.1 intel core i7 6600u 12gb 256gb ssd 14 ips fhd 1920x1080 ac wifi,lenovo,,windows 8,lenovo thinkpad t460s windows 8.1 intel core i7 6600u 12gb 256gb ssd 14 ips fhd 1920x1080 
w3091,lenovo thinkpad t460s touch windows 7 intel core i7 6600u 12gb 128gb ssd 14 ips fhd 1920x1080 touchscreen ac wifi,lenovo,,windows 7,lenovo thinkpad t460s touch windows 7 intel core i7 6600u 12gb 128gb ssd 14 ips fhd 1920x1080 touchscreen 
w3092,lenovo thinkpad t460s touch windows 10 intel core i7 6600u 12gb 256gb ssd 14 ips fhd 1920x1080 touchscreen ac wifi,lenovo,,windows 10,lenovo thinkpad t460s touch windows 10 intel core i7 6600u 12gb 256gb ssd 14 ips fhd 1920x1080 touchscreen 
w3093,lenovo thinkpad t460s windows 10 intel core i7 6600u 12gb 128gb ssd 14 ips fhd 1920x1080 ac wifi,lenovo,,windows 10,lenovo thinkpad t460s windows 10 intel core i7 6600u 12gb 128gb ssd 14 ips fhd 1920x1080 
w3094,lenovo thinkpad t460s touch windows 8.1 intel core i7 6600u 12gb 128gb ssd 14 ips fhd 1920x1080 touchscreen ac wifi,lenovo,,windows 8,lenovo thinkpad t460s touch windows 8.1 intel core i7 6600u 12gb 128gb ssd 14 ips fhd 1920x1080 touchscreen 
w3095,lenovo thinkpad x1 carbon 4 windows 7 intel core i5 6200u 1tb nvme ssd 8gb 14 fhd ips 1920x1080 intel hd 520,lenovo,,windows 7,lenovo thinkpad x1 carbon 4 windows 7 intel core i5 6200u 1tb nvme ssd 8gb 14 fhd ips 1920x1080 intel hd 520 
w3096,lenovo thinkpad t460s windows 8.1 intel core i7 6600u 12gb 128gb ssd 14 ips fhd 1920x1080 ac wifi,lenovo,,windows 8,lenovo thinkpad t460s windows 8.1 intel core i7 6600u 12gb 128gb ssd 14 ips fhd 1920x1080 
w3097,lenovo thinkpad t460s windows 8.1 intel core i7 6600u 12gb 128gb ssd 14 ips fhd 1920x1080 ac wifi,lenovo,,windows 8,lenovo thinkpad t460s windows 8.1 intel core i7 6600u 12gb 128gb ssd 14 ips fhd 1920x1080 
w3098,lenovo thinkpad t460s windows 10 intel core i7 6600u 12gb 256gb ssd 14 ips fhd 1920x1080 ac wifi,lenovo,,windows 10,lenovo thinkpad t460s windows 10 intel core i7 6600u 12gb 256gb ssd 14 ips fhd 1920x1080 
w3099,lenovo x1 carbon 5th gen 14 qhd preimum pc intel i7 16gb 128gb ssd 14.0 wqhd 2560x1440 vpro figerprint thunderbolt 3 win 10 pro,michaelelectronics2,len 14 01221 wqhd me1,microsoft windows,lenovo x1 carbon 5th gen 14 qhd preimum pc intel i7 16gb 128gb ssd 14.0 wqhd 2560x1440 vpro figerprint thunderbolt 3 win 10 len 14 01221 wqhd me1 microsoft windows
w3100,hp spectre x360 13t convertible ash intel i7 16gb 1tb ssd thunderbolt 3 13.3 fhd 1920x1080 touchscreen active stylus pen win 10 ,michaelelectronics2,hp 13 02365 fhd me3,microsoft windows,hp spectre x360 13t convertible ash intel i7 16gb 1tb ssd thunderbolt 3 13.3 fhd 1920x1080 touchscreen active stylus pen win 10 hp 13 02365 fhd me3 microsoft windows
w3101,asus zenbook 3 deluxe ux490ua xh74 bl 14 intel 8th gen i7 quad core 16gb 512gb ssd 14 1920 x 1080 glossy thunderbolt win 10 ,michaelelectronics2,asu 14 07059 fhd me1,microsoft windows,asus zenbook 3 deluxe ux490ua xh74 bl 14 intel 8th gen i7 quad core 16gb 512gb ssd 14 1920 x 1080 glossy thunderbolt win 10 asu 14 07059 fhd me1 microsoft windows
w3102,hp elitebook 840 g4 14 fhd pc intel i7 32gb 500gb hdd 128gb ssd 14 full hd 1920x1080 bt win 10 ,michaelelectronics2,hp 14 02398 fhd me3,microsoft windows,hp elitebook 840 g4 14 fhd pc intel i7 32gb 500gb hdd 128gb ssd 14 full hd 1920x1080 bt win 10 hp 14 02398 fhd me3 microsoft windows
w3103,lenovo thinkpad p51s 15.6 core i7 6500u 16 gb 256 gb ssd,lenovo,20jy0007us,windows 7,lenovo thinkpad p51s 15.6 core i7 6500u 16 gb 256 gb ssd 20jy0007us windows
w3104,lenovo thinkpad x1 yoga 14 core i5 6300u 8 gb 256 gb ssd,lenovo,20fq0055us,windows 10 ,lenovo thinkpad x1 yoga 14 core i5 6300u 8 gb 256 gb ssd 20fq0055us windows 10 
w3105,lenovo thinkpad x1 carbon 4 windows 7 intel core i7 6600u 512gb ssd 16gb 14 fhd ips 1920x1080 intel hd 520,lenovo,,windows 7,lenovo thinkpad x1 carbon 4 windows 7 intel core i7 6600u 512gb ssd 16gb 14 fhd ips 1920x1080 intel hd 520 
w3106,lenovo thinkpad x1 carbon 4 windows 10 intel core i7 6600u 512gb ssd 16gb 14 fhd ips 1920x1080 intel hd 520,lenovo,,windows 10,lenovo thinkpad x1 carbon 4 windows 10 intel core i7 6600u 512gb ssd 16gb 14 fhd ips 1920x1080 intel hd 520 
w3107,lenovo thinkpad t450s touch windows 7 intel core i7 5600u 8gb 1tb ssd 14 ips fhd 1920x,lenovo,,windows 7,lenovo thinkpad t450s touch windows 7 intel core i7 5600u 8gb 1tb ssd 14 ips fhd 1920x 
w3108,lenovo thinkpad t450s touch windows 8.1 intel core i7 5600u 8gb 1tb ssd 14 ips fhd 192,lenovo,,windows 8,lenovo thinkpad t450s touch windows 8.1 intel core i7 5600u 8gb 1tb ssd 14 ips fhd 192 
w3109,lenovo thinkpad t450s touch windows 10 intel core i7 5600u 8gb 1tb ssd 14 ips fhd 1920,lenovo,,windows 10,lenovo thinkpad t450s touch windows 10 intel core i7 5600u 8gb 1tb ssd 14 ips fhd 1920 
w3110,hp spectre x360 13t convertible ash intel i7 16gb 512gb ssd thunderbolt 3 13.3 fhd 1920x1080 touchscreen active stylus pen win 10 ,michaelelectronics2,hp 13 02365 fhd me6,microsoft windows,hp spectre x360 13t convertible ash intel i7 16gb 512gb ssd thunderbolt 3 13.3 fhd 1920x1080 touchscreen active stylus pen win 10 hp 13 02365 fhd me6 microsoft windows
w3111,hp zbook studio g3 15.6 xeon e3 1505mv5 16 gb 512 gb ssd,hp,t6e85ut#aba,windows 7,hp zbook studio g3 15.6 xeon e3 1505mv5 16 gb 512 gb ssd t6e85ut#aba windows 7
w3112,lenovo thinkpad x1carbon 20kh002mus 14 i7 8550u 8gb 256gb ssd w10p,lenovo,20kh002mus,windows 10 french ,lenovo thinkpad x1carbon 20kh002mus 14 i7 8550u 8gb 256gb ssd w10p windows french 
w3113,lenovo thinkpad p51s 15.6 fhd i7 7600u 16gb 256gb ssd m250m win10 pro,lenovo,20hb001cus,windows 10 ,lenovo thinkpad p51s 15.6 fhd i7 7600u 16gb 256gb ssd m250m win10 20hb001cus windows 
w3114,lenovo thinkpad p51s 15.6 intel i7 32gb 512gb ssd 15.6 fhd 1920x1080 ips nvidia quadro m520m win 10 ,michaelelectronics2,len 15 01217 p71me8,microsoft windows,lenovo thinkpad p51s 15.6 intel i7 32gb 512gb ssd 15.6 fhd 1920x1080 ips nvidia quadro m520m win 10 len 15 01217 p71me8 microsoft windows
w3115,2017 lenovo thinkpad x1 carbon 5th gen windows 7 intel core i7 7600u 180gb ssd 16gb 14 wqhd ips 2560x1440 color,lenovo,2017,windows 7,2017 lenovo thinkpad x1 carbon 5th gen windows 7 intel core i7 7600u 180gb ssd 16gb 14 wqhd ips 2560x1440 
w3116,lenovo thinkpad x1 carbon 4 windows 10 intel core i7 6600u 128gb ssd 16gb 14 wqhd ips 2560x1440 intel hd 520,lenovo,,windows 10,lenovo thinkpad x1 carbon 4 windows 10 intel core i7 6600u 128gb ssd 16gb 14 wqhd ips 2560x1440 intel hd 520 
w3117,lenovo thinkpad x1 carbon 4 windows 7 intel core i7 6600u 128gb ssd 16gb 14 wqhd ips 2560x1440 intel hd 520,lenovo,,windows 7,lenovo thinkpad x1 carbon 4 windows 7 intel core i7 6600u 128gb ssd 16gb 14 wqhd ips 2560x1440 intel hd 520 
w3118,lenovo thinkpad p51s 15.6 core i7 7600u 16 gb 512 gb ssd,lenovo,20hb0012us,windows 10 ,lenovo thinkpad p51s 15.6 core i7 7600u 16 gb 512 gb ssd 20hb0012us windows 10 
w3119,smart elitebook 1040 g3 i5 6200u 8gb 256gb ssd 14in bt w10p,hp,,,smart elitebook 1040 g3 i5 6200u 8gb 256gb ssd 14in bt w10p hp
w3120,hp elitebook g1 12.5 16 9 1920 x 1080 intel core m 6th gen m5 6y54 dual core 2 core 1.10 ghz 8 gb lpddr3 256 gb ssd windows 10 intel hd g,hp,,,hp elitebook g1 12.5 16 9 1920 x 1080 intel core m 6th gen m5 6y54 dual core 2 core 1.10 ghz 8 gb lpddr3 256 gb ssd windows 10 intel hd g 
w3121,lenovo thinkpad x1 carbon 4 windows 7 intel core i7 6600u 512gb nvme ssd 16gb 14 fhd ips 1920x1080 intel hd 520,lenovo,,windows 7,lenovo thinkpad x1 carbon 4 windows 7 intel core i7 6600u 512gb nvme ssd 16gb 14 fhd ips 1920x1080 intel hd 520 
w3122,lenovo thinkpad x1 carbon 4 windows 8.1 intel core i7 6600u 512gb nvme ssd 16gb 14 fhd ips 1920x1080 intel hd 520,lenovo,,windows 8,lenovo thinkpad x1 carbon 4 windows 8.1 intel core i7 6600u 512gb nvme ssd 16gb 14 fhd ips 1920x1080 intel hd 520 
w3123,pcie touch lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 256gb nvme ssd 14 ips fhd 1920x1080 touchscreen reader,lenovo,,windows 10,pcie touch lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 256gb nvme ssd 14 ips fhd 1920x1080 touchscreen 
w3124,pcie touch lenovo thinkpad t460s windows 8.1 intel core i7 6600u 8gb 256gb nvme ssd 14 ips fhd 1920x1080 touchscreen reader,lenovo,,windows 8,pcie touch lenovo thinkpad t460s windows 8.1 intel core i7 6600u 8gb 256gb nvme ssd 14 ips fhd 1920x1080 touchscreen 
w3125,pcie lenovo thinkpad t460s windows 8.1 intel core i7 6600u 8gb 256gb nvme ssd 14 ips fhd 1920x1080 keyboard,lenovo,,windows 8,pcie lenovo thinkpad t460s windows 8.1 intel core i7 6600u 8gb 256gb nvme ssd 14 ips fhd 1920x1080 
w3126,pcie touch lenovo thinkpad t460s windows 7 intel core i7 6600u 8gb 256gb nvme ssd 14 ips fhd 1920x1080 touchscreen reader,lenovo,,windows 7,pcie touch lenovo thinkpad t460s windows 7 intel core i7 6600u 8gb 256gb nvme ssd 14 ips fhd 1920x1080 touchscreen 
w3127,pcie lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 256gb nvme ssd 14 ips fhd 1920x1080 keyboard,lenovo,,windows 10,pcie lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 256gb nvme ssd 14 ips fhd 1920x1080 
w3128,pcie lenovo thinkpad t460s windows 8.1 intel core i7 6600u 8gb 256gb nvme ssd 14 ips fhd 1920x1080 reader,lenovo,,windows 8,pcie lenovo thinkpad t460s windows 8.1 intel core i7 6600u 8gb 256gb nvme ssd 14 ips fhd 1920x1080 
w3129,pcie lenovo thinkpad t460s windows 7 intel core i7 6600u 8gb 256gb nvme ssd 14 ips fhd 1920x1080 keyboard,lenovo,,windows 7,pcie lenovo thinkpad t460s windows 7 intel core i7 6600u 8gb 256gb nvme ssd 14 ips fhd 1920x1080 
w3130,pcie lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 256gb nvme ssd 14 ips fhd 1920x1080 reader,lenovo,,windows 10,pcie lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 256gb nvme ssd 14 ips fhd 1920x1080 
w3131,pcie lenovo thinkpad t460s windows 7 intel core i7 6600u 8gb 256gb nvme ssd 14 ips fhd 1920x1080 reader,lenovo,,windows 7,pcie lenovo thinkpad t460s windows 7 intel core i7 6600u 8gb 256gb nvme ssd 14 ips fhd 1920x1080 
w3132,lenovo thinkpad t450s touch windows 7 intel core i7 5600u 20gb 500gb ssd 14 ips fhd 19,lenovo,,windows 7,lenovo thinkpad t450s touch windows 7 intel core i7 5600u 20gb 500gb ssd 14 ips fhd 19 
w3133,lenovo thinkpad t450s touch windows 8.1 intel core i7 5600u 20gb 500gb ssd 14 ips fhd ,lenovo,,windows 8,lenovo thinkpad t450s touch windows 8.1 intel core i7 5600u 20gb 500gb ssd 14 ips fhd 
w3134,lenovo thinkpad x1 carbon 4 windows 8.1 intel core i7 6500u 1tb nvme ssd 8gb 14 fhd ips 1920x1080 intel hd 520,lenovo,,windows 8,lenovo thinkpad x1 carbon 4 windows 8.1 intel core i7 6500u 1tb nvme ssd 8gb 14 fhd ips 1920x1080 intel hd 520 
w3135,lenovo thinkpad t450s touch windows 10 intel core i7 5600u 20gb 500gb ssd 14 ips fhd 1,lenovo,,windows 10,lenovo thinkpad t450s touch windows 10 intel core i7 5600u 20gb 500gb ssd 14 ips fhd 1 
w3136,lenovo thinkpad x1 yoga 14 touchscreen i5 7200u 8gb 256gb ssd win10 pro,lenovo,20jds03600,microsoft windows windows 10 ,lenovo thinkpad x1 yoga 14 touchscreen i5 7200u 8gb 256gb ssd win10 20jds03600 microsoft windows windows 
w3137,lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 512gb ssd 14 ips fhd 1920x1080 ac wifi,lenovo,,windows 10,lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 512gb ssd 14 ips fhd 1920x1080 
w3138,lenovo thinkpad t460s windows 7 intel core i7 6600u 8gb 512gb ssd 14 ips fhd 1920x1080 ac wifi,lenovo,,windows 7,lenovo thinkpad t460s windows 7 intel core i7 6600u 8gb 512gb ssd 14 ips fhd 1920x1080 
w3139,lenovo thinkpad t460s windows 8.1 intel core i7 6600u 8gb 512gb ssd 14 ips fhd 1920x1080 ac wifi,lenovo,,windows 8,lenovo thinkpad t460s windows 8.1 intel core i7 6600u 8gb 512gb ssd 14 ips fhd 1920x1080 
w3140,lenovo thinkpad t460s touch windows 7 intel core i7 6600u 8gb 512gb ssd 14 ips fhd 1920x1080 touchscreen ac wifi,lenovo,,windows 7,lenovo thinkpad t460s touch windows 7 intel core i7 6600u 8gb 512gb ssd 14 ips fhd 1920x1080 touchscreen 
w3141,lenovo thinkpad t460s windows 7 intel core i7 6600u 8gb 512gb ssd 14 ips fhd 1920x1080 ac wifi,lenovo,,windows 7,lenovo thinkpad t460s windows 7 intel core i7 6600u 8gb 512gb ssd 14 ips fhd 1920x1080 
w3142,lenovo thinkpad t460s windows 8.1 intel core i7 6600u 8gb 512gb ssd 14 ips fhd 1920x1080 ac wifi,lenovo,,windows 8,lenovo thinkpad t460s windows 8.1 intel core i7 6600u 8gb 512gb ssd 14 ips fhd 1920x1080 
w3143,lenovo thinkpad t460s touch windows 8.1 intel core i7 6600u 8gb 512gb ssd 14 ips fhd 1920x1080 touchscreen ac wifi,lenovo,,windows 8,lenovo thinkpad t460s touch windows 8.1 intel core i7 6600u 8gb 512gb ssd 14 ips fhd 1920x1080 touchscreen 
w3144,lenovo thinkpad t460s touch windows 10 intel core i7 6600u 8gb 512gb ssd 14 ips fhd 1920x1080 touchscreen ac wifi,lenovo,,windows 10,lenovo thinkpad t460s touch windows 10 intel core i7 6600u 8gb 512gb ssd 14 ips fhd 1920x1080 touchscreen 
w3145,lenovo thinkpad x1 carbon,lenovo,20hr003cus,windows 10 ,lenovo thinkpad x1 carbon 20hr003cus windows 10 
w3146,lenovo thinkpad x1 yoga 14 core i5 6300u 8 gb 256 gb ssd,lenovo,20fq005aus,microsoft windows windows 10 ,lenovo thinkpad x1 yoga 14 core i5 6300u 8 gb 256 gb ssd 20fq005aus microsoft windows windows 10 
w3147,hp elitebook 840 g4 14 fhd pc intel i7 8gb 2tb hdd 1tb ssd 14 full hd 1920x1080 bt win 10 ,michaelelectronics2,hp 14 02398 fhd me7,microsoft windows,hp elitebook 840 g4 14 fhd pc intel i7 8gb 2tb hdd 1tb ssd 14 full hd 1920x1080 bt win 10 hp 14 02398 fhd me7 microsoft windows
w3148,lenovo thinkpad x1 carbon 14 core i7 6600u 8 gb 512 gb ssd,lenovo,20fb002sus,windows 7,lenovo thinkpad x1 carbon 14 core i7 6600u 8 gb 512 gb ssd 20fb002sus windows
w3149,lenovo thinkpad x1 carbon 4 windows 7 intel core i7 6600u 180gb ssd 16gb 14 wqhd ips 2560x1440 intel hd 520,lenovo,,windows 7,lenovo thinkpad x1 carbon 4 windows 7 intel core i7 6600u 180gb ssd 16gb 14 wqhd ips 2560x1440 intel hd 520 
w3150,lenovo thinkpad x1 carbon 4 windows 8.1 intel core i7 6600u 128gb ssd 16gb 14 wqhd ips 2560x1440 intel hd 520,lenovo,,windows 8,lenovo thinkpad x1 carbon 4 windows 8.1 intel core i7 6600u 128gb ssd 16gb 14 wqhd ips 2560x1440 intel hd 520 
w3151,lenovo thinkpad x1 carbon 4 windows 10 intel core i7 6600u 180gb ssd 16gb 14 wqhd ips 2560x1440 intel hd 520,lenovo,,windows 10,lenovo thinkpad x1 carbon 4 windows 10 intel core i7 6600u 180gb ssd 16gb 14 wqhd ips 2560x1440 intel hd 520 
w3152,lenovo thinkpad x1 yoga multimode windows 8.1 intel i7 6600u 256gb ssd 16gb 14 wqhd ips 2560x1440 touchscreen w pen input & light,lenovo,,windows 8,lenovo thinkpad x1 yoga multimode windows 8.1 intel i7 6600u 256gb ssd 16gb 14 wqhd ips 2560x1440 touchscreen w pen input & 
w3153,lenovo thinkpad x1 yoga multimode windows 7 intel i7 6600u 256gb ssd 16gb 14 wqhd ips 2560x1440 touchscreen w pen input & light,lenovo,,windows 7,lenovo thinkpad x1 yoga multimode windows 7 intel i7 6600u 256gb ssd 16gb 14 wqhd ips 2560x1440 touchscreen w pen input & 
w3154,lenovo thinkpad x1 yoga multimode windows 10 intel i7 6600u 256gb ssd 16gb 14 wqhd ips 2560x1440 touchscreen pen input & light,lenovo,,windows 10,lenovo thinkpad x1 yoga multimode windows 10 intel i7 6600u 256gb ssd 16gb 14 wqhd ips 2560x1440 touchscreen pen input & 
w3155,lenovo thinkpad t460s windows 8.1 intel core i7 6600u 8gb 128gb ssd 14 ips wqhd 2560x1440 ac wifi,lenovo,,windows 8,lenovo thinkpad t460s windows 8.1 intel core i7 6600u 8gb 128gb ssd 14 ips wqhd 2560x1440 
w3156,lenovo thinkpad t460s windows 8.1 intel core i7 6600u 8gb 256gb ssd 14 ips wqhd 2560x1440 ac wifi,lenovo,,windows 8,lenovo thinkpad t460s windows 8.1 intel core i7 6600u 8gb 256gb ssd 14 ips wqhd 2560x1440 
w3157,lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 128gb ssd 14 ips wqhd 2560x1440 ac wifi,lenovo,,windows 10,lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 128gb ssd 14 ips wqhd 2560x1440 
w3158,lenovo thinkpad t460s windows 7 intel core i7 6600u 8gb 128gb ssd 14 ips wqhd 2560x1440 ac wifi,lenovo,,windows 7,lenovo thinkpad t460s windows 7 intel core i7 6600u 8gb 128gb ssd 14 ips wqhd 2560x1440 
w3159,lenovo thinkpad t460s windows 7 intel core i7 6600u 8gb 256gb ssd 14 ips wqhd 2560x1440 ac wifi,lenovo,,windows 7,lenovo thinkpad t460s windows 7 intel core i7 6600u 8gb 256gb ssd 14 ips wqhd 2560x1440 
w3160,lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 256gb ssd 14 ips wqhd 2560x1440 ac wifi,lenovo,,windows 10,lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 256gb ssd 14 ips wqhd 2560x1440 
w3161,pcie lenovo thinkpad t460s windows 10 intel core i7 6600u 12gb 256gb nvme ssd 14 ips fhd 1920x1080 reader,lenovo,,windows 10,pcie lenovo thinkpad t460s windows 10 intel core i7 6600u 12gb 256gb nvme ssd 14 ips fhd 1920x1080 
w3162,pcie lenovo thinkpad t460s windows 7 intel core i7 6600u 12gb 256gb nvme ssd 14 ips fhd 1920x1080 keyboard,lenovo,,windows 7,pcie lenovo thinkpad t460s windows 7 intel core i7 6600u 12gb 256gb nvme ssd 14 ips fhd 1920x1080 
w3163,pcie lenovo thinkpad t460s windows 7 intel core i7 6600u 12gb 256gb nvme ssd 14 ips fhd 1920x1080 reader,lenovo,,windows 7,pcie lenovo thinkpad t460s windows 7 intel core i7 6600u 12gb 256gb nvme ssd 14 ips fhd 1920x1080 
w3164,pcie lenovo thinkpad t460s windows 8.1 intel core i7 6600u 12gb 256gb nvme ssd 14 ips fhd 1920x1080 reader,lenovo,,windows 8,pcie lenovo thinkpad t460s windows 8.1 intel core i7 6600u 12gb 256gb nvme ssd 14 ips fhd 1920x1080 
w3165,pcie touch lenovo thinkpad t460s windows 10 intel core i7 6600u 12gb 256gb nvme ssd 14 ips fhd 1920x1080 touchscreen reader,lenovo,,windows 10,pcie touch lenovo thinkpad t460s windows 10 intel core i7 6600u 12gb 256gb nvme ssd 14 ips fhd 1920x1080 touchscreen 
w3166,pcie touch lenovo thinkpad t460s windows 8.1 intel core i7 6600u 12gb 256gb nvme ssd 14 ips fhd 1920x1080 touchscreen reader,lenovo,,windows 8,pcie touch lenovo thinkpad t460s windows 8.1 intel core i7 6600u 12gb 256gb nvme ssd 14 ips fhd 1920x1080 touchscreen 
w3167,pcie lenovo thinkpad t460s windows 8.1 intel core i7 6600u 12gb 256gb nvme ssd 14 ips fhd 1920x1080 keyboard,lenovo,,windows 8,pcie lenovo thinkpad t460s windows 8.1 intel core i7 6600u 12gb 256gb nvme ssd 14 ips fhd 1920x1080 
